,GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY.TV,DUR,HH.RTG,HH.SHR,HH.IMP,P2..IMP,HOME.TV,DUR.1,HH.RTG.1,HH.SHR.1,HH.IMP.1,P2..IMP.1,NAT.TV,CN.TV
209,209,Tue,11/22/2016,7:30:00 PM,7:30:00 PM,NOP,ATL,FSNO,150,1.4,2,9,NA,FSSE-ATL,135,1.8,3,45,58,NBA TV,
210,210,Tue,11/22/2016,9:00:00 PM,7:00:00 PM,CHI,DEN,CSN-C,150,3.5,6,123,181,ASE,150,1.6,3,25,35,,
211,211,Tue,11/22/2016,10:30:00 PM,7:30:00 PM,OKC,LAL,FSOK,150,5.9,12,43,NA,SpecSN/D,150,3,5,165,227,NBA TV,
212,212,Wed,11/23/2016,7:00:00 PM,7:00:00 PM,MEM,PHI,FSSE-MEM,180,2.7,4.4,17,NA,CSN-P,195,3,5,88,137,,
213,213,Wed,11/23/2016,7:00:00 PM,7:00:00 PM,SAS,CHA,FSSW-SA,150,3.3,6,31,NA,,NA,,,,,ESPN,
214,214,Wed,11/23/2016,7:00:00 PM,7:00:00 PM,PHX,ORL,FSA+,150,0.7,2,14,17,FSFL,150,1,2,15,19,,
215,215,Wed,11/23/2016,7:00:00 PM,7:00:00 PM,POR,CLE,CSN-POR,150,2.6,6,29,43,FSO,135,8.9,15,133,231,,
216,216,Wed,11/23/2016,7:00:00 PM,7:00:00 PM,ATL,IND,FSSE-ATL,150,1,2,24,29,FSI,150,3.6,6,40,,,
217,217,Wed,11/23/2016,7:30:00 PM,7:30:00 PM,BOS,BRK,CSN-NE,150,1.8,3,45,55,YES,150,0.5,1,40,52,,
218,218,Wed,11/23/2016,7:30:00 PM,7:30:00 PM,MIA,DET,FS-SUN,150,1.8,3,31,47,FSD,150,1.3,2,24,29,,
219,219,Wed,11/23/2016,8:00:00 PM,7:00:00 PM,TOR,HOU,TSN,NA,,NA,NA,NA,ROOT-SW,150,2.2,4,53,91,,TSN
220,220,Wed,11/23/2016,8:30:00 PM,7:30:00 PM,LAC,DAL,FSNP,150,1.4,3,76,136,FSSW-DAL,150,0.6,1,17,23,,
221,221,Wed,11/23/2016,9:00:00 PM,7:00:00 PM,DEN,UTA,ASE2,150,0.7,1,12,17,ROOT-RM,150,3.15,6.2,28.9,,,
222,222,Wed,11/23/2016,9:30:00 PM,8:30:00 PM,MIN,NOP,,NA,,NA,NA,NA,,NA,,,,,ESPN,
223,223,Wed,11/23/2016,10:30:00 PM,7:30:00 PM,LAL,GSW,SpecSN/D,150,2.5,5,139,247,CSN-BA,150,10,19,248,446,,
224,224,Wed,11/23/2016,10:30:00 PM,7:30:00 PM,OKC,SAC,FSOK,150,5.62,11.4,40.6,NA,CSN-S,150,1,2,14,17,,
225,225,Fri,11/25/2016,1:00:00 PM,1:00:00 PM,SAS,BOS,FSSW-SA,150,2.8,7,26,NA,CSN-NE,150,1.8,5,43,67,,
226,226,Fri,11/25/2016,7:00:00 PM,7:00:00 PM,WAS,ORL,CSN-W+,150,0.3,1,7,13,FSFL,150,1,2,15,20,,
227,227,Fri,11/25/2016,7:30:00 PM,7:30:00 PM,DAL,CLE,FSSW-DAL,150,0.7,1,18,36,FSO,150,8.2,14,123,218,,
228,228,Fri,11/25/2016,7:30:00 PM,7:30:00 PM,CHA,NYK,FSSE-CHA,150,1.84,3.1,21.9,28,MSG,165,2.3,4,166,240,NBA TV,
229,229,Fri,11/25/2016,7:30:00 PM,7:30:00 PM,CHI,PHI,WGN,135,4.1,8,141,196,CSN-P,135,2,3,58,91,,
230,230,Fri,11/25/2016,7:30:00 PM,7:30:00 PM,LAC,DET,FSNP,150,1.4,3,78,116,FSD,150,1.8,3,34,52,,
231,231,Fri,11/25/2016,8:00:00 PM,6:00:00 PM,ATL,UTA,FSSE-ATL,135,0.8,1,19,32,ROOT-RM,150,4.1,9,37,,,
232,232,Fri,11/25/2016,8:00:00 PM,7:00:00 PM,TOR,MIL,SN1,NA,,NA,NA,NA,FSNWI,150,2.5,4,23,,,SN1
233,233,Fri,11/25/2016,8:00:00 PM,7:00:00 PM,MIA,MEM,FS-SUN,165,1.7,3,29,35,FSSE-MEM,150,2.07,3.4,13.1,,,
234,234,Fri,11/25/2016,8:00:00 PM,8:00:00 PM,BRK,IND,YES,135,0.2,0,16,18,FSI,135,3,5,32,,,
235,235,Fri,11/25/2016,9:00:00 PM,7:00:00 PM,OKC,DEN,FSOK,180,5.041666667,8.666666667,36.5,NA,ASE,165,0.8,2,12,16,,
236,236,Fri,11/25/2016,9:00:00 PM,7:00:00 PM,MIN,PHX,FSNN-MIN,150,1.5,3,26,31,FSA+,150,1.1,2,21,33,,
237,237,Fri,11/25/2016,10:00:00 PM,7:00:00 PM,NOP,POR,FSNO,150,1.07,1.8,6.9,NA,CSN-POR,150,3.2,6,37,54,,
238,238,Fri,11/25/2016,10:30:00 PM,7:30:00 PM,GSW,LAL,CSN-BA,150,9.6,20,238,387,SpecSN/D,150,2.7,5,148,241,NBA TV,
239,239,Fri,11/25/2016,10:30:00 PM,7:30:00 PM,HOU,SAC,ROOT-SW,150,1,2,24,32,CSN-S,150,1.5,3,20,28,,
240,240,Sat,11/26/2016,7:00:00 PM,7:00:00 PM,SAS,WAS,FSSW-SA,150,4.4,8,41,NA,CSN-W,150,0.5,1,13,25,NBA TV,
241,241,Sat,11/26/2016,7:00:00 PM,7:00:00 PM,NYK,CHA,MSG,165,2,4,150,208,FSSE-CHA,150,1.06,1.8,12.6,18,,
242,242,Sat,11/26/2016,8:00:00 PM,7:00:00 PM,DET,OKC,FSD+,135,0.8,1,15,25,FSOK,150,7.04,10.7,50.9,,,
243,243,Sat,11/26/2016,8:00:00 PM,8:00:00 PM,MEM,MIA,FSSE-MEM,150,0.99,1.5,6.3,NA,FS-SUN,165,2.1,4,36,55,,
244,244,Sat,11/26/2016,10:30:00 PM,7:30:00 PM,MIN,GSW,FSNN-MIN,135,2.6,6,45,66,CSN-BA,150,9.2,19,230,369,,
245,245,Sun,11/27/2016,1:00:00 PM,1:00:00 PM,CLE,PHI,FSO,150,4.7,9,71,100,CSN-P,150,1.3,3,39,44,,
246,246,Sun,11/27/2016,3:30:00 PM,1:30:00 PM,DEN,PHX,ASE,165,0,0,0,0,FSA,165,0.5,1,9,13,,
247,247,Sun,11/27/2016,6:00:00 PM,6:00:00 PM,SAC,BRK,CSN-S,150,0.75,1.4,11,14,YES,150,0.2,0,15,16,,
248,248,Sun,11/27/2016,6:00:00 PM,6:00:00 PM,MIL,ORL,FSNWI,135,1.4,2,13,NA,FSFL,150,0.3,0,4,7,,
249,249,Sun,11/27/2016,6:00:00 PM,6:00:00 PM,LAC,IND,FSNP,135,0.7,1,39,59,FSI,135,1.6,3,17,,,
250,250,Sun,11/27/2016,7:00:00 PM,6:00:00 PM,NOP,DAL,FSNO,150,0.86,1.2,5.7,NA,FSSW-DAL,135,0.5,1,14,15,,
251,251,Sun,11/27/2016,9:00:00 PM,6:00:00 PM,HOU,POR,ROOT-SW,150,1.2,2,31,38,CSN-POR,150,2.4,4,27,49,,
252,252,Sun,11/27/2016,9:30:00 PM,6:30:00 PM,ATL,LAL,FSSE-ATL,135,0.6,1,15,22,SpecSN/D,135,2.2,3,119,169,,
253,253,Mon,11/28/2016,7:00:00 PM,7:00:00 PM,SAC,WAS,CSN-S,165,1.3,3,18,31,CSN-W,165,0.8,1,21,24,,
254,254,Mon,11/28/2016,7:30:00 PM,7:30:00 PM,PHI,TOR,TCN-P,135,0.4,1,11,15,SN1,NA,,,,,,SN1
255,255,Mon,11/28/2016,7:30:00 PM,7:30:00 PM,OKC,NYK,FSOK,180,6.766666667,9.666666667,48.91666667,NA,MSG,150,3.2,5,234,328,,
256,256,Mon,11/28/2016,7:30:00 PM,7:30:00 PM,BOS,MIA,CSN-NE,165,1.8,3,45,64,FS-SUN,165,2,3,35,47,NBA TV,
257,257,Mon,11/28/2016,8:00:00 PM,7:00:00 PM,CHA,MEM,FSSE-CHA,150,1.18,1.8,14.2,17,FSSE-MEM,150,1.79,2.5,11.3,,,
258,258,Mon,11/28/2016,8:00:00 PM,7:00:00 PM,UTA,MIN,ROOT-RM,150,4.16,7.5,38.1,NA,FSNN-MIN,150,1.2,2,20,27,,
259,259,Mon,11/28/2016,10:30:00 PM,7:30:00 PM,ATL,GSW,FSSE-ATL,150,1,2,24,24,CSN-BA,150,10.6,18,265,402,,
260,260,Tue,11/29/2016,7:00:00 PM,7:00:00 PM,DET,CHA,FSD+,135,1.6,3,30,37,FSSE-CHA,150,0.82,1.4,9.8,11,,
261,261,Tue,11/29/2016,7:30:00 PM,7:30:00 PM,LAC,BRK,FSNP,195,1.5,3,82,106,YES,210,1.1,2,78,78,,
262,262,Tue,11/29/2016,8:00:00 PM,7:00:00 PM,CLE,MIL,FSO,150,8.7,13,131,207,FSNWI,150,2,3,18,,,
263,263,Tue,11/29/2016,8:00:00 PM,7:00:00 PM,LAL,NOP,SpecSN/D,135,1.7,3,93,116,FSNO,150,1.09,1.6,7.1,,,
264,264,Tue,11/29/2016,8:30:00 PM,7:30:00 PM,ORL,SAS,FSFL,150,0.7,1,11,14,FSSW-SA,150,5.89,9.5,55.3,,,
265,265,Tue,11/29/2016,9:00:00 PM,7:00:00 PM,HOU,UTA,ROOT-SW,150,2.1,3,51,69,ROOT-RM,150,5.34,9.6,49,,NBA TV,
266,266,Wed,11/30/2016,7:00:00 PM,7:00:00 PM,SAC,PHI,CSN-S,NA,,NA,NA,NA,CSN-P,NA,,,,,,
267,266,Wed,11/30/2016,7:30:00 PM,7:30:00 PM,DET,BOS,FSD,150,1.61,3,30,33,CSN-NE,150,2.4,4,57,69,NBA TV,
268,267,Wed,11/30/2016,7:30:00 PM,7:30:00 PM,MEM,TOR,FSSE-MEM,150,2.1,3,13,NA,SN1,NA,,,,,,SN1
269,268,Wed,11/30/2016,8:00:00 PM,7:00:00 PM,LAL,CHI,SpecSN/D,150,2.2,4,122,161,CSN-C,165,4,7,137,217,,
270,269,Wed,11/30/2016,8:00:00 PM,7:00:00 PM,WAS,OKC,CSN-W,165,1,2,25,35,FSOK,180,8,12,58,,,
271,270,Wed,11/30/2016,8:00:00 PM,7:00:00 PM,NYK,MIN,MSG,150,2.4,4,179,225,FSNN-MIN,150,2.1,4,36,48,,
272,271,Wed,11/30/2016,8:30:00 PM,7:30:00 PM,SAS,DAL,FSSW-SA,150,5,8,47,NA,FSSW-DAL,150,1.1,2,29,32,,
273,272,Wed,11/30/2016,9:00:00 PM,7:00:00 PM,MIA,DEN,FS-SUN,150,2.3,4,40,47,ASE,150,0.4,1,6,8,,
274,273,Wed,11/30/2016,9:00:00 PM,7:00:00 PM,ATL,PHX,FSSE-ATL,150,1.5,2,35,39,FSA,150,1.6,3,29,42,,
275,274,Wed,11/30/2016,10:00:00 PM,7:00:00 PM,IND,POR,FSI,135,0.9,2,10,NA,CSN-POR,150,3,5,35,47,NBA TV,
276,275,Thu,12/1/2016,7:00:00 PM,7:00:00 PM,DAL,CHA,FSSW-DAL,150,0.3,1,9,12,FSSE-CHA,150,0.54,1,6.4,8,,
277,276,Thu,12/1/2016,7:30:00 PM,7:30:00 PM,MIL,BRK,FSNWI,150,2.5,4,22,NA,YES,150,0.4,1,28,31,,
278,277,Thu,12/1/2016,8:00:00 PM,7:00:00 PM,ORL,MEM,FSFL,165,0.6,1,10,12,FSSE-MEM,165,1.481818182,2.090909091,9.181818182,,,
279,278,Thu,12/1/2016,8:00:00 PM,8:00:00 PM,LAC,CLE,FSNP,180,0.9,2,50,85,FSO,165,5.8,9,86,117,TNT,
280,279,Thu,12/1/2016,9:00:00 PM,7:00:00 PM,MIA,UTA,FS-SUN,150,2,3,34,50,ROOT-RM,150,4.88,8.6,44.8,,,
281,280,Thu,12/1/2016,10:30:00 PM,7:30:00 PM,HOU,GSW,,NA,,NA,NA,NA,CSN-BA,225,9.6,18,239,372,TNT,
282,281,Fri,12/2/2016,7:00:00 PM,7:00:00 PM,ORL,PHI,FSFL,150,0.6,1,8,14,CSN-P,135,1.9,3,54,71,,
283,282,Fri,12/2/2016,7:30:00 PM,7:30:00 PM,SAC,BOS,CSN-S,150,1.7,3,23,30,CSN-NE,150,2.3,4,55,81,,
284,283,Fri,12/2/2016,7:30:00 PM,7:30:00 PM,LAL,TOR,SpecSN/D,135,1,2,54,62,TSN4/5,NA,,,,,,TSN4/5
285,284,Fri,12/2/2016,7:30:00 PM,7:30:00 PM,MIN,NYK,FSNN-MIN,165,0.9,2,15,17,MSG,165,2.7,5,197,248,,
286,285,Fri,12/2/2016,8:00:00 PM,7:00:00 PM,CLE,CHI,FSO,150,4.5,8,67,92,CSN-C,150,2.5,5,87,120,ESPN,
287,286,Fri,12/2/2016,8:00:00 PM,7:00:00 PM,LAC,NOP,FSNP,150,0.9,2,51,77,FSNO,150,1.4,2,9.1,,,
288,287,Fri,12/2/2016,8:00:00 PM,8:00:00 PM,DET,ATL,FSD,135,1.1,2,21,23,FSSE-ATL,135,1.1,2,26,36,,
289,288,Fri,12/2/2016,8:30:00 PM,7:30:00 PM,WAS,SAS,CSN-W,150,1.4,3,36,49,FSSW-SA,150,8.2,14,77,,,
290,289,Fri,12/2/2016,10:30:00 PM,8:30:00 PM,HOU,DEN,ROOT-SW,150,1,2,24,31,ASE,150,0.2,0,3,4,ESPN,
291,290,Sat,12/3/2016,5:00:00 PM,4:00:00 PM,BRK,MIL,YES,150,0.3,1,21,21,FSNWI,150,1.9,4,17,,,
292,291,Sat,12/3/2016,7:00:00 PM,7:00:00 PM,MIN,CHA,FSNN-MIN,180,1,2,17,23,FSSE-CHA,150,0.68,1.333333333,8.1,10,,
293,292,Sat,12/3/2016,7:30:00 PM,7:30:00 PM,ATL,TOR,FSSE-ATL,135,0.9,2,21,28,SN1,NA,,,,,,SN1
294,293,Sat,12/3/2016,7:30:00 PM,7:30:00 PM,BOS,PHI,CSN-NE,150,1.8,3,43,54,CSN-P,150,1.3,2,38,43,,
295,294,Sat,12/3/2016,8:00:00 PM,7:00:00 PM,LAL,MEM,SpecSN/D,150,1.7,4,95,119,FSSE-MEM,150,1.9,2.7,11.8,,,
296,295,Sat,12/3/2016,8:30:00 PM,7:30:00 PM,CHI,DAL,WGN,150,3.1,6,107,160,FSSW-DAL,150,0.8,1,22,27,,
297,296,Sat,12/3/2016,9:00:00 PM,7:00:00 PM,DEN,UTA,ASE,150,0.3,1,5.2,4,ROOT-RM,150,3.58,7.3,32.7,,NBA TV,
298,297,Sat,12/3/2016,10:00:00 PM,7:00:00 PM,MIA,POR,FS-SUN,165,1,2,18,25,CSN-POR,150,2.6,5,30,48,,
299,298,Sat,12/3/2016,10:30:00 PM,7:30:00 PM,PHX,GSW,FSA,150,1.1,2,21,40,CSN-BA,150,8.9,18,222,338,,
300,299,Sun,12/4/2016,6:00:00 PM,6:00:00 PM,ORL,DET,FSFL,135,0.7,1,11,14,FSD+,135,0.5,1,10,12,,
301,300,Sun,12/4/2016,7:00:00 PM,6:00:00 PM,NOP,OKC,FSNO,150,0.56,1,3.5,NA,FSOK,150,6.2,9.6,44.6,,,
302,301,Sun,12/4/2016,7:30:00 PM,7:30:00 PM,SAC,NYK,CSN-S,150,1.6,3,22,31,MSG,165,2.5,4,181,259,,
303,302,Sun,12/4/2016,9:30:00 PM,6:30:00 PM,IND,LAC,FSI,165,1.5,3,17,NA,FSNP,165,1.3,2,70,106,,
304,303,Mon,12/5/2016,7:00:00 PM,7:00:00 PM,DEN,PHI,ASE,165,0.5,1,7,15,CSN-P,150,1.6,3,47,65,,
305,304,Mon,12/5/2016,7:30:00 PM,7:30:00 PM,CLE,TOR,FSO,165,7,11,104,146,TSN2,NA,,,,,,TSN2
306,305,Mon,12/5/2016,7:30:00 PM,7:30:00 PM,WAS,BRK,CSN-W+,150,0.1,0,3,5,YES,150,0.7,1,50,61,,
307,306,Mon,12/5/2016,7:30:00 PM,7:30:00 PM,OKC,ATL,FSOK,165,6.8,9.8,50.2,NA,FSSE-ATL,150,1.1,2,27,32,,
308,307,Mon,12/5/2016,8:00:00 PM,7:00:00 PM,POR,CHI,CSN-POR,150,2.1,4,24,31,CSN-C,165,2.8,5,98,121,,
309,308,Mon,12/5/2016,8:00:00 PM,7:00:00 PM,SAS,MIL,FSSW-SA,150,5.1,8,48,NA,FSNWI,165,2.1,3,19,,,
310,309,Mon,12/5/2016,8:00:00 PM,7:00:00 PM,MEM,NOP,FSSE-MEM,150,2.66,3.6,16.9,NA,FSNO,150,2.2,3,14,,,
311,310,Mon,12/5/2016,8:00:00 PM,7:00:00 PM,BOS,HOU,CSN-NE,150,2.4,4,58,73,ROOT-SW,150,1.6,2,38,59,NBA TV,
312,311,Mon,12/5/2016,8:30:00 PM,7:30:00 PM,CHA,DAL,FSSE-CHA,150,0.9,1.3,10.8,13,FSSW-DAL,150,0.6,1,16,19,,
313,312,Mon,12/5/2016,10:30:00 PM,7:30:00 PM,UTA,LAL,ROOT-RM,150,3.23,6.4,29.6,NA,SpecSN/D,150,2.3,4,128,184,,
314,313,Mon,12/5/2016,10:30:00 PM,7:30:00 PM,IND,GSW,FSI,150,1.3,3,14,NA,CSN-BA,150,10.4,18,258,403,NBA TV,
315,314,Tue,12/6/2016,7:00:00 PM,7:00:00 PM,ORL,WAS,FSFL,150,1.5,2,23,29,CSN-W,150,0.9,1,21,38,,
316,315,Tue,12/6/2016,7:30:00 PM,7:30:00 PM,NYK,MIA,MSG,135,3.2,5,234,287,FS-SUN,150,2.6,4,43,55,,
317,316,Tue,12/6/2016,7:30:00 PM,7:30:00 PM,CHI,DET,CSN-C,150,2.5,4,87,116,FSD,150,1.9,3,35,42,,
318,317,Tue,12/6/2016,8:00:00 PM,7:00:00 PM,PHI,MEM,TCN-P,165,1.3,2,38,44,FSSE-MEM,150,2.49,3.4,15.7,,,
319,318,Tue,12/6/2016,8:00:00 PM,7:00:00 PM,SAS,MIN,FSSW-SA,150,6.3,10,59,NA,FSNN-MIN,150,1.3,2,23,40,NBA TV,
320,319,Tue,12/6/2016,9:00:00 PM,7:00:00 PM,PHX,UTA,FSA,150,0.7,1,12,15,ROOT-RM,150,4.46,7.8,41,,,
321,320,Wed,12/7/2016,7:00:00 PM,7:00:00 PM,DET,CHA,FSD,135,1.6,3,29,33,FSSE-CHA,135,0.744444444,1.25,8.666666667,11,,
322,321,Wed,12/7/2016,7:00:00 PM,7:00:00 PM,BOS,ORL,CSN-NE,150,1.7,3,42,52,FSFL,150,0.9,1,14,17,,
323,322,Wed,12/7/2016,7:30:00 PM,7:30:00 PM,DEN,BRK,ASE,150,0.6,1,10,16,YES,150,0.4,1,27,35,,
324,323,Wed,12/7/2016,7:30:00 PM,7:30:00 PM,MIA,ATL,FS-SUN,150,1.5,2,25,33,FSSE-ATL,150,1.2,2,29,37,,
325,324,Wed,12/7/2016,8:00:00 PM,7:00:00 PM,POR,MIL,CSN-POR,150,2.5,5,29,44,FSNWI,150,2.5,4,23,,,
326,325,Wed,12/7/2016,8:00:00 PM,7:00:00 PM,LAL,HOU,SpecSN/D,135,1.4,3,75,105,ROOT-SW,150,1.9,3,47,61,,
327,326,Wed,12/7/2016,8:00:00 PM,8:00:00 PM,CLE,NYK,FSO,150,5.4,8,81,120,MSG,150,2.2,4,163,217,ESPN,
328,327,Wed,12/7/2016,8:30:00 PM,7:30:00 PM,SAC,DAL,CSN-S,150,1.94,3.5,26.6,38,FSSW-DAL,150,0.7,1,20,21,,
329,328,Wed,12/7/2016,9:00:00 PM,7:00:00 PM,IND,PHX,FSI,150,3,5,32,NA,FSA,150,0.9,2,18,22,,
330,329,Wed,12/7/2016,10:30:00 PM,7:30:00 PM,GSW,LAC,CSN-BA,165,10,17,249,374,FSNP,165,1.4,2,75,107,ESPN,
331,330,Thu,12/8/2016,7:00:00 PM,7:00:00 PM,MIN,TOR,,NA,,NA,NA,NA,TSN1/4/5,NA,,,,,TNT,TSN1/4/5
332,331,Thu,12/8/2016,7:00:00 PM,7:00:00 PM,DEN,WAS,ASE2,150,0.33,1,5.6,7,CSN-W,150,0.7,1,16,27,,
333,332,Thu,12/8/2016,8:00:00 PM,7:00:00 PM,POR,MEM,CSN-POR,150,2.8,4,32,49,FSSE-MEM,165,2.754545455,4,17.45454545,,,
334,333,Thu,12/8/2016,8:00:00 PM,7:00:00 PM,PHI,NOP,TCN-P,150,1.2,2,35,41,FSNO,150,0.9,1,6,,,
335,334,Thu,12/8/2016,9:00:00 PM,7:00:00 PM,GSW,UTA,CSN-BA,150,7.6,14,190,282,ROOT-RM,150,3.9,7,36,,,
336,335,Thu,12/8/2016,9:30:00 PM,8:30:00 PM,SAS,CHI,,NA,,NA,NA,NA,CSN-C,165,1.5,3,52,75,TNT,
337,336,Fri,12/9/2016,7:00:00 PM,7:00:00 PM,ORL,CHA,FSFL,135,0.6,1,9,12,FSSE-CHA,150,0.72,1.3,8.6,12,,
338,337,Fri,12/9/2016,7:30:00 PM,7:30:00 PM,MIA,CLE,FS-SUN,150,1.9,4,32,55,FSO,135,7.7,13,115,178,,
339,338,Fri,12/9/2016,7:30:00 PM,7:30:00 PM,TOR,BOS,SN1,NA,,NA,NA,NA,CSN-NE,150,1.6,3,39,50,,SN1
340,339,Fri,12/9/2016,8:00:00 PM,7:00:00 PM,ATL,MIL,FSSE-ATL,150,0.9,1,21,28,FSNWI,150,2.2,4,19,,,
341,340,Fri,12/9/2016,8:00:00 PM,7:00:00 PM,HOU,OKC,ROOT-SW,165,1.6,3,38,53,FSOK,165,5.245454545,8.363636364,37.90909091,,ESPN,
342,341,Fri,12/9/2016,8:00:00 PM,7:00:00 PM,DET,MIN,FSD,150,2,4,37,52,FSNN-MIN+,150,0.5,1,9,14,,
343,342,Fri,12/9/2016,8:30:00 PM,7:30:00 PM,IND,DAL,FSI,150,3.4,6,37,NA,FSSW-DAL,150,0.5,1,15,17,,
344,343,Fri,12/9/2016,10:30:00 PM,7:30:00 PM,PHX,LAL,,NA,,NA,NA,NA,,NA,,,,,ESPN,
345,344,Fri,12/9/2016,10:30:00 PM,7:30:00 PM,NYK,SAC,MSG,165,1.6,4,119,154,CSN-S,165,1,2,13,33,,
346,345,Sat,12/10/2016,7:00:00 PM,7:00:00 PM,MIL,WAS,FSNWI,150,2,3,18,NA,CSN-W,150,0.9,2,21,25,,
347,346,Sat,12/10/2016,7:00:00 PM,7:00:00 PM,DEN,ORL,ASE2,150,0.28,1,4.8,6,FSFL,150,0.5,1,7,10,,
348,347,Sat,12/10/2016,7:00:00 PM,7:00:00 PM,POR,IND,CSN-POR,150,2.3,5,27,38,FSI,150,3.3,5,35,,,
349,348,Sat,12/10/2016,7:30:00 PM,7:30:00 PM,CHA,CLE,FSSE-CHA,150,0.75,1.2,9.1,11,FSO,150,6.8,12,102,180,,
350,349,Sat,12/10/2016,8:00:00 PM,7:00:00 PM,MIA,CHI,FS-SUN,150,2.4,5,41,69,WGN,150,5.5,10,189,268,NBA TV,
351,350,Sat,12/10/2016,8:00:00 PM,7:00:00 PM,GSW,MEM,CSN-BA,150,7,16,174,266,FSSE-MEM,150,4.22,6.3,26.7,,,
352,351,Sat,12/10/2016,8:00:00 PM,7:00:00 PM,DAL,HOU,FSSW-DAL,150,0.8,1,21,25,ROOT-SW,150,1.7,3,42,69,,
353,352,Sat,12/10/2016,8:30:00 PM,7:30:00 PM,BRK,SAS,YES,135,0.3,1,23,27,KENS,150,11.1,20,104,,,
354,353,Sat,12/10/2016,9:00:00 PM,7:00:00 PM,SAC,UTA,CSN-S,135,1.4,3,19,29,ROOT-RM,150,4.04,8,37.3,,,
355,354,Sat,12/10/2016,10:30:00 PM,7:30:00 PM,NOP,LAC,FSNO,150,0.66,1.1,4.2,NA,FSNP,150,1.4,3,77,101,NBA TV,
356,355,Sun,12/11/2016,6:00:00 PM,6:00:00 PM,PHI,DET,CSN-P,135,1.2,2,36,51,FSD+,135,0.5,1,9,23,,
357,356,Sun,12/11/2016,7:00:00 PM,6:00:00 PM,BOS,OKC,CSN-NE,150,1.7,3,42,61,FSOK,150,6.86,10.6,49.6,,,
358,357,Sun,12/11/2016,7:00:00 PM,6:00:00 PM,GSW,MIN,CSN-BA,150,6.3,14,157,236,FSNN-MIN,165,1.1,2,19,31,,
359,358,Sun,12/11/2016,8:30:00 PM,6:30:00 PM,NOP,PHX,FSNO,150,0.29,1,1.8,NA,FSA,165,1.2,2,23,34,,
360,359,Sun,12/11/2016,9:30:00 PM,6:30:00 PM,NYK,LAL,MSG,135,1.4,2,101,123,SpecSN/D,150,1.9,3,102,147,,
361,360,Mon,12/12/2016,7:00:00 PM,7:00:00 PM,CHA,IND,FSSE-CHA,150,0.95,1.3,11.1,14,FSI,150,3.3,5,36,,,
362,361,Mon,12/12/2016,7:30:00 PM,7:30:00 PM,MIL,TOR,FSNWI,135,1.1,2,10,NA,SN1,NA,,,,,,SN1
363,362,Mon,12/12/2016,7:30:00 PM,7:30:00 PM,WAS,MIA,CSN-W,150,0.7,1,18,30,FS-SUN,165,2.3,4,39,56,NBA TV,
364,363,Mon,12/12/2016,8:00:00 PM,7:00:00 PM,BRK,HOU,YES,150,0.54,1,34,44,ROOT-SW,165,1.9,3,47,57,,
365,364,Mon,12/12/2016,8:30:00 PM,7:30:00 PM,DEN,DAL,ASE,150,0.3,0,5,7,FSSW-DAL,135,0.4,1,10,10,,
366,365,Mon,12/12/2016,10:30:00 PM,7:30:00 PM,POR,LAC,CSN-POR,150,2.44,4,28,47,FSNP,165,1.5,3,85,115,NBA TV,
367,366,Mon,12/12/2016,10:30:00 PM,7:30:00 PM,LAL,SAC,SpecSN/D,150,1.5,3,85,117,CSN-S,150,1.3,2,17,25,,
368,367,Tue,12/13/2016,7:00:00 PM,7:00:00 PM,MEM,CLE,FSSE-MEM,150,2.7,4,17,NA,FSO,150,6.7,11,101,152,,
369,368,Tue,12/13/2016,7:30:00 PM,7:30:00 PM,ORL,ATL,FSFL,150,0.5,1,8,12,FSSE-ATL,150,1.9,3,46,59,,
370,369,Tue,12/13/2016,8:00:00 PM,7:00:00 PM,MIN,CHI,,NA,,NA,NA,NA,WGN,150,4.3,7,148,199,ESPN,
371,370,Tue,12/13/2016,8:00:00 PM,7:00:00 PM,GSW,NOP,CSN-BA,150,8.2,18,204,264,FSNO,150,2.4,3,15,,,
372,371,Tue,12/13/2016,9:00:00 PM,7:00:00 PM,NYK,PHX,MSG,180,2.9,5,210,250,FSA,180,1.6,3,29,41,,
373,372,Tue,12/13/2016,10:30:00 PM,7:30:00 PM,OKC,POR,FSOK,150,3.3,6,24,NA,CSN-POR,150,2.3,4,27,35,ESPN,
374,373,Wed,12/14/2016,7:00:00 PM,7:00:00 PM,TOR,PHI,SN1,NA,,NA,NA,NA,CSN-P,150,2.4,4,72,100,,SN1
375,374,Wed,12/14/2016,7:00:00 PM,7:00:00 PM,CHA,WAS,FSSE-CHA,150,1,2,11,14,CSN-W,150,0.7,1,18,24,,
376,375,Wed,12/14/2016,7:00:00 PM,7:00:00 PM,LAC,ORL,FSNP,150,0.8,2,44,70,FSFL,165,1.2,2,18,22,,
377,376,Wed,12/14/2016,7:00:00 PM,7:00:00 PM,IND,MIA,FSI,150,2.7,4,29,NA,FS-SUN,165,1.8,3,31,42,ESPN,
378,377,Wed,12/14/2016,7:30:00 PM,7:30:00 PM,LAL,BRK,SpecSN/D,150,1.3,3,73,97,YES,165,0.6,1,46,51,,
379,378,Wed,12/14/2016,8:00:00 PM,7:00:00 PM,CLE,MEM,FSO,150,5.6,9,84,125,FSSE-MEM,150,2.7,4,17,,,
380,379,Wed,12/14/2016,8:00:00 PM,7:00:00 PM,SAC,HOU,CSN-S,150,1,2,14,18,ROOT-SW,150,2,3,49,73,,
