Date,Team,Metric,Value
2014-10-5,WAS,TTS,952950
2014-10-6,WAS,TTS,1974999
2014-10-7,WAS,TTS,1943444
2014-10-8,WAS,TTS,2472259
2014-10-9,WAS,TTS,1724679
2014-10-10,WAS,TTS,1787205
2014-10-11,WAS,TTS,1132054
2014-10-12,WAS,TTS,1512197
2014-10-13,WAS,TTS,1368634
2014-10-14,WAS,TTS,1359218
2014-10-15,WAS,TTS,1964637
2014-10-16,WAS,TTS,1471153
2014-10-17,WAS,TTS,1572105
2014-10-18,WAS,TTS,706503
2014-10-19,WAS,TTS,844201
2014-10-20,WAS,TTS,1551020
2014-10-21,WAS,TTS,1412654
2014-10-22,WAS,TTS,1641794
2014-10-23,WAS,TTS,1211695
2014-10-24,WAS,TTS,1037670
2014-10-25,WAS,TTS,716783
2014-10-26,WAS,TTS,939093
2014-10-27,WAS,TTS,1534008
2014-10-28,WAS,TTS,1872747
2014-10-29,WAS,TTS,3093616
2014-10-30,WAS,TTS,2680488
2014-10-31,WAS,TTS,1973718
2014-11-1,WAS,TTS,2570431
2014-11-2,WAS,TTS,1792647
2014-11-3,WAS,TTS,1877536
2014-11-4,WAS,TTS,2575826
2014-11-5,WAS,TTS,3351632
2014-11-6,WAS,TTS,2217485
2014-11-7,WAS,TTS,2029373
2014-11-8,WAS,TTS,1556703
2014-11-9,WAS,TTS,1349592
2014-11-10,WAS,TTS,1618237
2014-11-11,WAS,TTS,1509034
2014-11-12,WAS,TTS,2722454
2014-11-13,WAS,TTS,1986511
2014-11-14,WAS,TTS,1643680
2014-11-15,WAS,TTS,2290054
2014-11-16,WAS,TTS,1637113
2014-11-17,WAS,TTS,1992630
2014-11-18,WAS,TTS,2032850
2014-11-19,WAS,TTS,3015387
2014-11-20,WAS,TTS,1813542
2014-11-21,WAS,TTS,3193144
2014-11-22,WAS,TTS,2243183
2014-11-23,WAS,TTS,1700415
2014-11-24,WAS,TTS,1892978
2014-11-25,WAS,TTS,2499516
2014-11-26,WAS,TTS,1740199
2014-11-27,WAS,TTS,903860
2014-11-28,WAS,TTS,1162089
2014-11-29,WAS,TTS,1962553
2014-11-30,WAS,TTS,1371309
2014-12-1,WAS,TTS,2936436
2014-12-2,WAS,TTS,2336661
2014-12-3,WAS,TTS,3252871
2014-12-4,WAS,TTS,2229733
2014-12-5,WAS,TTS,2453129
2014-12-6,WAS,TTS,1551315
2014-12-7,WAS,TTS,1944485
2014-12-8,WAS,TTS,2840062
2014-12-9,WAS,TTS,2326780
2014-12-10,WAS,TTS,2998229
2014-12-11,WAS,TTS,2547793
2014-12-12,WAS,TTS,2888345
2014-12-13,WAS,TTS,1956320
2014-12-14,WAS,TTS,2559718
2014-12-15,WAS,TTS,2278589
2014-12-16,WAS,TTS,3107276
2014-12-17,WAS,TTS,2294911
2014-12-18,WAS,TTS,1862618
2014-12-19,WAS,TTS,2512736
2014-12-20,WAS,TTS,1958712
2014-12-21,WAS,TTS,2686724
2014-12-22,WAS,TTS,2174918
2014-12-23,WAS,TTS,2850139
2014-12-24,WAS,TTS,1423679
2014-12-25,WAS,TTS,2481602
2014-12-26,WAS,TTS,1585259
2014-12-27,WAS,TTS,2386090
2014-12-28,WAS,TTS,1303565
2014-12-29,WAS,TTS,2464622
2014-12-30,WAS,TTS,2336184
2014-12-31,WAS,TTS,912776
2015-1-1,WAS,TTS,904168
2015-1-2,WAS,TTS,1770833
2015-1-3,WAS,TTS,1465605
2015-1-4,WAS,TTS,1155693
2015-1-5,WAS,TTS,1963430
2015-1-6,WAS,TTS,1774964
2015-1-7,WAS,TTS,2385124
2015-1-8,WAS,TTS,1822365
2015-1-9,WAS,TTS,2843835
2015-1-10,WAS,TTS,1518302
2015-1-11,WAS,TTS,1837351
2015-1-12,WAS,TTS,1693161
2015-1-13,WAS,TTS,2678352
2015-1-14,WAS,TTS,2614459
2015-1-15,WAS,TTS,2213925
2015-1-16,WAS,TTS,2343593
2015-1-17,WAS,TTS,1631155
2015-1-18,WAS,TTS,1521183
2015-1-19,WAS,TTS,2744953
2015-1-20,WAS,TTS,1669441
2015-1-21,WAS,TTS,2794597
2015-1-22,WAS,TTS,1375411
2015-1-23,WAS,TTS,1091990
2015-1-24,WAS,TTS,1337691
2015-1-25,WAS,TTS,1616847
2015-1-26,WAS,TTS,1445339
2015-1-27,WAS,TTS,1672644
2015-1-28,WAS,TTS,1885542
2015-1-29,WAS,TTS,1334488
2015-1-30,WAS,TTS,1190974
2015-1-31,WAS,TTS,1786743
2015-2-1,WAS,TTS,902119
2015-2-2,WAS,TTS,1773945
2015-2-3,WAS,TTS,1202289
2015-2-4,WAS,TTS,1463526
2015-2-5,WAS,TTS,1655986
2015-2-6,WAS,TTS,1230016
2015-2-7,WAS,TTS,1529474
2015-2-8,WAS,TTS,1081392
2015-2-9,WAS,TTS,1778633
2015-2-10,WAS,TTS,1286962
2015-2-11,WAS,TTS,1377549
2015-2-12,WAS,TTS,1005063
2015-2-13,WAS,TTS,772273
2015-2-14,WAS,TTS,624436
2015-2-15,WAS,TTS,764608
2015-2-16,WAS,TTS,852620
2015-2-17,WAS,TTS,915431
2015-2-18,WAS,TTS,1035533
2015-2-19,WAS,TTS,1508361
2015-2-20,WAS,TTS,2285499
2015-2-21,WAS,TTS,885588
2015-2-22,WAS,TTS,1211090
2015-2-23,WAS,TTS,1283248
2015-2-24,WAS,TTS,2071416
2015-2-25,WAS,TTS,1443687
2015-2-26,WAS,TTS,1058453
2015-2-27,WAS,TTS,1271456
2015-2-28,WAS,TTS,1594663
2015-3-1,WAS,TTS,961889
2015-3-2,WAS,TTS,967448
2015-3-3,WAS,TTS,1360394
2015-3-4,WAS,TTS,897128
2015-3-5,WAS,TTS,912912
2015-3-6,WAS,TTS,1599664
2015-3-7,WAS,TTS,996599
2015-3-8,WAS,TTS,696691
2015-3-9,WAS,TTS,1156233
2015-3-10,WAS,TTS,884720
2015-3-11,WAS,TTS,898174
2015-3-12,WAS,TTS,1462885
2015-3-13,WAS,TTS,1030293
2015-3-14,WAS,TTS,1380880
2015-3-15,WAS,TTS,861972
2015-3-16,WAS,TTS,1575361
2015-3-17,WAS,TTS,825703
2015-3-18,WAS,TTS,903634
2015-3-19,WAS,TTS,879866
2015-3-20,WAS,TTS,826742
2015-3-21,WAS,TTS,604539
2015-3-22,WAS,TTS,895386
2015-3-23,WAS,TTS,990366
2015-3-24,WAS,TTS,932585
2015-3-25,WAS,TTS,1268514
2015-3-26,WAS,TTS,876063
2015-3-27,WAS,TTS,1460972
2015-3-28,WAS,TTS,863423
2015-3-29,WAS,TTS,1229944
2015-3-30,WAS,TTS,750512
2015-3-31,WAS,TTS,850485
2015-4-1,WAS,TTS,1295939
2015-4-2,WAS,TTS,830757
2015-4-3,WAS,TTS,1243232
2015-4-4,WAS,TTS,759728
2015-4-5,WAS,TTS,510664
2015-4-6,WAS,TTS,573289
2015-4-7,WAS,TTS,659004
2015-4-8,WAS,TTS,1057699
2015-4-9,WAS,TTS,863611
2015-4-10,WAS,TTS,1680603
2015-4-11,WAS,TTS,531246
2015-4-12,WAS,TTS,1010936
2015-4-13,WAS,TTS,708326
2015-4-14,WAS,TTS,1239588
2015-4-15,WAS,TTS,1084333
2015-4-16,WAS,TTS,1666788
2015-4-17,WAS,TTS,978689
2015-4-18,WAS,TTS,2388781
2015-4-19,WAS,TTS,998839
2015-4-20,WAS,TTS,1065314
2015-4-21,WAS,TTS,2577170
2015-4-22,WAS,TTS,1826438
2015-4-23,WAS,TTS,1187059
2015-4-24,WAS,TTS,2733342
2015-4-25,WAS,TTS,1661122
2015-4-26,WAS,TTS,2531535
2015-4-27,WAS,TTS,1632238
2015-4-28,WAS,TTS,857689
2015-4-29,WAS,TTS,783648
2015-4-30,WAS,TTS,1779617
2015-5-1,WAS,TTS,788554
2015-5-2,WAS,TTS,1109734
2015-5-3,WAS,TTS,2613629
2015-5-4,WAS,TTS,1855347
2015-5-5,WAS,TTS,2214566
2015-5-6,WAS,TTS,1066821
2015-5-7,WAS,TTS,1025145
2015-5-8,WAS,TTS,945599
2015-5-9,WAS,TTS,2872116
2015-5-10,WAS,TTS,1463127
2015-5-11,WAS,TTS,3131759
2015-5-12,WAS,TTS,1038193
2015-5-13,WAS,TTS,2510573
2015-5-14,WAS,TTS,1497690
2015-5-15,WAS,TTS,3054443
2015-5-16,WAS,TTS,545673
2015-5-17,WAS,TTS,314367
2015-5-18,WAS,TTS,372031
2015-5-19,WAS,TTS,309543
2015-5-20,WAS,TTS,257692
2015-5-21,WAS,TTS,316321
2015-5-22,WAS,TTS,211302
2015-5-23,WAS,TTS,137571
2015-5-24,WAS,TTS,178587
2015-5-25,WAS,TTS,161299
2015-5-26,WAS,TTS,210913
2015-5-27,WAS,TTS,199162
2015-5-28,WAS,TTS,222648
2015-5-29,WAS,TTS,169746
2015-5-30,WAS,TTS,156015
2015-5-31,WAS,TTS,142110
2015-6-1,WAS,TTS,227138
2015-6-2,WAS,TTS,199593
2015-6-3,WAS,TTS,209520
2015-6-4,WAS,TTS,228175
2015-6-5,WAS,TTS,155964
2015-6-6,WAS,TTS,114035
2015-6-7,WAS,TTS,150416
2015-6-8,WAS,TTS,204038
2015-6-9,WAS,TTS,238031
2015-6-10,WAS,TTS,201809
2015-6-11,WAS,TTS,249970
2015-6-12,WAS,TTS,204386
2015-6-13,WAS,TTS,123867
2015-6-14,WAS,TTS,179580
2015-6-15,WAS,TTS,243704
2015-6-16,WAS,TTS,274743
2015-6-17,WAS,TTS,347962
2015-6-18,WAS,TTS,250922
2015-6-19,WAS,TTS,221919
2015-6-20,WAS,TTS,158891
2015-6-21,WAS,TTS,170074
2015-6-22,WAS,TTS,258395
2015-6-23,WAS,TTS,283179
2015-6-24,WAS,TTS,305180
2015-6-25,WAS,TTS,683774
2015-6-26,WAS,TTS,1290998
2015-6-27,WAS,TTS,504142
2015-6-28,WAS,TTS,375545
2015-6-29,WAS,TTS,390848
2015-6-30,WAS,TTS,350963
2015-7-1,WAS,TTS,424708
2015-7-2,WAS,TTS,458621
2015-7-3,WAS,TTS,354538
2015-7-4,WAS,TTS,362496
2015-7-5,WAS,TTS,321865
2015-7-6,WAS,TTS,486969
2015-7-7,WAS,TTS,507879
2015-7-8,WAS,TTS,434092
2015-7-9,WAS,TTS,566971
2015-7-10,WAS,TTS,489955
2015-7-11,WAS,TTS,463421
2015-7-12,WAS,TTS,425714
2015-7-13,WAS,TTS,467796
2015-7-14,WAS,TTS,471305
2015-7-15,WAS,TTS,465897
2015-7-16,WAS,TTS,450967
2015-7-17,WAS,TTS,348046
2015-7-18,WAS,TTS,410440
2015-7-19,WAS,TTS,315806
2015-7-20,WAS,TTS,353568
2015-7-21,WAS,TTS,334349
2015-7-22,WAS,TTS,395772
2015-7-23,WAS,TTS,295682
2015-7-24,WAS,TTS,246295
2015-7-25,WAS,TTS,175701
2015-7-26,WAS,TTS,187011
2015-7-27,WAS,TTS,264258
2015-7-28,WAS,TTS,460750
2015-7-29,WAS,TTS,502798
2015-7-30,WAS,TTS,314548
2015-7-31,WAS,TTS,314865
2015-8-1,WAS,TTS,167850
2015-8-2,WAS,TTS,240534
2015-8-3,WAS,TTS,363648
2015-8-4,WAS,TTS,296564
2015-8-5,WAS,TTS,321246
2015-8-6,WAS,TTS,256743
2015-8-7,WAS,TTS,203469
2015-8-8,WAS,TTS,215768
2015-8-9,WAS,TTS,206259
2015-8-10,WAS,TTS,318653
2015-8-11,WAS,TTS,281955
2015-8-12,WAS,TTS,1198916
2015-8-13,WAS,TTS,1460797
2015-8-14,WAS,TTS,457739
2015-8-15,WAS,TTS,322001
2015-8-16,WAS,TTS,353096
2015-8-17,WAS,TTS,455115
2015-8-18,WAS,TTS,650851
2015-8-19,WAS,TTS,485684
2015-8-20,WAS,TTS,522290
2015-8-21,WAS,TTS,748318
2015-8-22,WAS,TTS,306090
2015-8-23,WAS,TTS,347197
2015-8-24,WAS,TTS,717952
2015-8-25,WAS,TTS,442120
2015-8-26,WAS,TTS,458949
2015-8-27,WAS,TTS,446449
2015-8-28,WAS,TTS,323885
2015-8-29,WAS,TTS,261870
2015-8-30,WAS,TTS,295463
2015-8-31,WAS,TTS,377913
2015-9-1,WAS,TTS,453475
2015-9-2,WAS,TTS,350082
2015-9-3,WAS,TTS,380221
2015-9-4,WAS,TTS,273258
2015-9-5,WAS,TTS,234386
2015-9-6,WAS,TTS,268305
2015-9-7,WAS,TTS,326961
2015-9-8,WAS,TTS,388551
2015-9-9,WAS,TTS,404659
2015-9-10,WAS,TTS,407077
2015-9-11,WAS,TTS,339208
2015-9-12,WAS,TTS,263805
2015-9-13,WAS,TTS,340392
2015-9-14,WAS,TTS,416025
2015-9-15,WAS,TTS,428322
2015-9-16,WAS,TTS,454342
2015-9-17,WAS,TTS,394251
2015-9-18,WAS,TTS,374629
2015-9-19,WAS,TTS,289491
2015-9-20,WAS,TTS,317583
2015-9-21,WAS,TTS,469230
2015-9-22,WAS,TTS,503796
2015-9-23,WAS,TTS,513620
2015-9-24,WAS,TTS,484415
2015-9-25,WAS,TTS,496260
2015-9-26,WAS,TTS,394314
2015-9-27,WAS,TTS,455239
2015-9-28,WAS,TTS,963047
2015-9-29,WAS,TTS,1055710
2015-9-30,WAS,TTS,945078
2013-10-1,WAS,TTS,1368102
2013-10-2,WAS,TTS,1325372
2013-10-3,WAS,TTS,1212993
2013-10-4,WAS,TTS,1157382
2013-10-5,WAS,TTS,802589
2013-10-6,WAS,TTS,980476
2013-10-7,WAS,TTS,1715180
2013-10-8,WAS,TTS,3077946
2013-10-9,WAS,TTS,1849813
2013-10-10,WAS,TTS,1489864
2013-10-11,WAS,TTS,1306574
2013-10-12,WAS,TTS,1172278
2013-10-13,WAS,TTS,1020423
2013-10-14,WAS,TTS,1423815
2013-10-15,WAS,TTS,2396132
2013-10-16,WAS,TTS,1827629
2013-10-17,WAS,TTS,1762976
2013-10-18,WAS,TTS,1025993
2013-10-19,WAS,TTS,1005639
2013-10-20,WAS,TTS,834345
2013-10-21,WAS,TTS,1214885
2013-10-22,WAS,TTS,1518909
2013-10-23,WAS,TTS,1527864
2013-10-24,WAS,TTS,1417849
2013-10-25,WAS,TTS,2147409
2013-10-26,WAS,TTS,2881926
2013-10-27,WAS,TTS,2318092
2013-10-28,WAS,TTS,3401608
2013-10-29,WAS,TTS,3869506
2013-10-30,WAS,TTS,3778475
2013-10-31,WAS,TTS,2427579
2013-11-1,WAS,TTS,3155382
2013-11-2,WAS,TTS,1343587
2013-11-3,WAS,TTS,1868384
2013-11-4,WAS,TTS,1835007
2013-11-5,WAS,TTS,1584137
2013-11-6,WAS,TTS,2187198
2013-11-7,WAS,TTS,2003142
2013-11-8,WAS,TTS,2679727
2013-11-9,WAS,TTS,1698842
2013-11-10,WAS,TTS,2025068
2013-11-11,WAS,TTS,1653866
2013-11-12,WAS,TTS,2265886
2013-11-13,WAS,TTS,2058914
2013-11-14,WAS,TTS,1626074
2013-11-15,WAS,TTS,1775569
2013-11-16,WAS,TTS,2160591
2013-11-17,WAS,TTS,1247649
2013-11-18,WAS,TTS,1811433
2013-11-19,WAS,TTS,2724663
2013-11-20,WAS,TTS,2385811
2013-11-21,WAS,TTS,2040187
2013-11-22,WAS,TTS,2310819
2013-11-23,WAS,TTS,2443437
2013-11-24,WAS,TTS,1753501
2013-11-25,WAS,TTS,2342512
2013-11-26,WAS,TTS,3586779
2013-11-27,WAS,TTS,2704533
2013-11-28,WAS,TTS,1436801
2013-11-29,WAS,TTS,1859220
2013-11-30,WAS,TTS,2268845
2013-12-1,WAS,TTS,1656844
2013-12-2,WAS,TTS,3318421
2013-12-3,WAS,TTS,2277055
2013-12-4,WAS,TTS,2049448
2013-12-5,WAS,TTS,2098187
2013-12-6,WAS,TTS,2795138
2013-12-7,WAS,TTS,1143068
2013-12-8,WAS,TTS,1142816
2013-12-9,WAS,TTS,2379080
2013-12-10,WAS,TTS,1589648
2013-12-11,WAS,TTS,1308214
2013-12-12,WAS,TTS,1512263
2013-12-13,WAS,TTS,1866365
2013-12-14,WAS,TTS,1986538
2013-12-15,WAS,TTS,1022044
2013-12-16,WAS,TTS,1756248
2013-12-17,WAS,TTS,1640404
2013-12-18,WAS,TTS,1793644
2013-12-19,WAS,TTS,1565880
2013-12-20,WAS,TTS,1332271
2013-12-21,WAS,TTS,1748580
2013-12-22,WAS,TTS,1224803
2013-12-23,WAS,TTS,1552267
2013-12-24,WAS,TTS,1156673
2013-12-25,WAS,TTS,1081359
2013-12-26,WAS,TTS,1430775
2013-12-27,WAS,TTS,2145600
2013-12-28,WAS,TTS,2167026
2013-12-29,WAS,TTS,1264777
2013-12-30,WAS,TTS,2131485
2013-12-31,WAS,TTS,1645506
2014-1-1,WAS,TTS,2568053
2014-1-2,WAS,TTS,1754851
2014-1-3,WAS,TTS,2486688
2014-1-4,WAS,TTS,1224126
2014-1-5,WAS,TTS,1924493
2014-1-6,WAS,TTS,1337856
2014-1-7,WAS,TTS,1854584
2014-1-8,WAS,TTS,2227090
2014-1-9,WAS,TTS,1765211
2014-1-10,WAS,TTS,2116126
2014-1-11,WAS,TTS,1914756
2014-1-12,WAS,TTS,1214494
2014-1-13,WAS,TTS,2081643
2014-1-14,WAS,TTS,2117030
2014-1-15,WAS,TTS,3315470
2014-1-16,WAS,TTS,2607313
2014-1-17,WAS,TTS,2946808
2014-1-18,WAS,TTS,2563478
2014-1-19,WAS,TTS,1300396
2014-1-20,WAS,TTS,2338577
2014-1-21,WAS,TTS,1615743
2014-1-22,WAS,TTS,2435538
2014-1-23,WAS,TTS,1257341
2014-1-24,WAS,TTS,1377980
2014-1-25,WAS,TTS,1591765
2014-1-26,WAS,TTS,990993
2014-1-27,WAS,TTS,1277965
2014-1-28,WAS,TTS,1508248
2014-1-29,WAS,TTS,2184422
2014-1-30,WAS,TTS,1617833
2014-1-31,WAS,TTS,1731670
2014-2-1,WAS,TTS,2248540
2014-2-2,WAS,TTS,1281469
2014-2-3,WAS,TTS,2976751
2014-2-4,WAS,TTS,2429334
2014-2-5,WAS,TTS,3003430
2014-2-6,WAS,TTS,1796153
2014-2-7,WAS,TTS,2305542
2014-2-8,WAS,TTS,1052433
2014-2-9,WAS,TTS,1842674
2014-2-10,WAS,TTS,1296130
2014-2-11,WAS,TTS,1370880
2014-2-12,WAS,TTS,1324261
2014-2-13,WAS,TTS,903297
2014-2-14,WAS,TTS,844194
2014-2-15,WAS,TTS,859481
2014-2-16,WAS,TTS,2057905
2014-2-17,WAS,TTS,1515675
2014-2-18,WAS,TTS,2367102
2014-2-19,WAS,TTS,1718373
2014-2-20,WAS,TTS,2092954
2014-2-21,WAS,TTS,2033969
2014-2-22,WAS,TTS,2175004
2014-2-23,WAS,TTS,1926154
2014-2-24,WAS,TTS,1986624
2014-2-25,WAS,TTS,2373636
2014-2-26,WAS,TTS,1689494
2014-2-27,WAS,TTS,2852751
2014-2-28,WAS,TTS,2133867
2014-3-1,WAS,TTS,1752752
2014-3-2,WAS,TTS,1573197
2014-3-3,WAS,TTS,2857306
2014-3-4,WAS,TTS,1481301
2014-3-5,WAS,TTS,2169775
2014-3-6,WAS,TTS,1562264
2014-3-7,WAS,TTS,1252975
2014-3-8,WAS,TTS,1322615
2014-3-9,WAS,TTS,1295461
2014-3-10,WAS,TTS,2105431
2014-3-11,WAS,TTS,1480690
2014-3-12,WAS,TTS,2128901
2014-3-13,WAS,TTS,1260695
2014-3-14,WAS,TTS,1680504
2014-3-15,WAS,TTS,2078289
2014-3-16,WAS,TTS,1354978
2014-3-17,WAS,TTS,1393728
2014-3-18,WAS,TTS,1588707
2014-3-19,WAS,TTS,1239350
2014-3-20,WAS,TTS,1113277
2014-3-21,WAS,TTS,1115488
2014-3-22,WAS,TTS,963757
2014-3-23,WAS,TTS,1224965
2014-3-24,WAS,TTS,1341840
2014-3-25,WAS,TTS,1486829
2014-3-26,WAS,TTS,2185577
2014-3-27,WAS,TTS,1427094
2014-3-28,WAS,TTS,1991667
2014-3-29,WAS,TTS,2068811
2014-3-30,WAS,TTS,1268361
2014-3-31,WAS,TTS,1740954
2014-4-1,WAS,TTS,1242685
2014-4-2,WAS,TTS,1849766
2014-4-3,WAS,TTS,1691810
2014-4-4,WAS,TTS,1765509
2014-4-5,WAS,TTS,1693512
2014-4-6,WAS,TTS,885734
2014-4-7,WAS,TTS,1117545
2014-4-8,WAS,TTS,1228599
2014-4-9,WAS,TTS,1889802
2014-4-10,WAS,TTS,2299033
2014-4-11,WAS,TTS,1878548
2014-4-12,WAS,TTS,1571507
2014-4-13,WAS,TTS,1179743
2014-4-14,WAS,TTS,2209893
2014-4-15,WAS,TTS,1836874
2014-4-16,WAS,TTS,2337709
2014-4-17,WAS,TTS,3444420
2014-4-18,WAS,TTS,1741615
2014-4-19,WAS,TTS,1172237
2014-4-20,WAS,TTS,2984234
2014-4-21,WAS,TTS,2958046
2014-4-22,WAS,TTS,3036457
2014-4-23,WAS,TTS,6089757
2014-4-24,WAS,TTS,3221104
2014-4-25,WAS,TTS,4523120
2014-4-26,WAS,TTS,1605852
2014-4-27,WAS,TTS,3688964
2014-4-28,WAS,TTS,2016594
2014-4-29,WAS,TTS,3435170
2014-4-30,WAS,TTS,3259717
2014-5-1,WAS,TTS,3874169
2014-5-2,WAS,TTS,2393324
2014-5-3,WAS,TTS,1669839
2014-5-4,WAS,TTS,2345434
2014-5-5,WAS,TTS,5083433
2014-5-6,WAS,TTS,3417360
2014-5-7,WAS,TTS,4045467
2014-5-8,WAS,TTS,2724440
2014-5-9,WAS,TTS,4120451
2014-5-10,WAS,TTS,1037587
2014-5-11,WAS,TTS,3277625
2014-5-12,WAS,TTS,943530
2014-5-13,WAS,TTS,2521973
2014-5-14,WAS,TTS,3155417
2014-5-15,WAS,TTS,5103522
2014-5-16,WAS,TTS,982318
2014-5-17,WAS,TTS,349407
2014-5-18,WAS,TTS,285881
2014-5-19,WAS,TTS,384124
2014-5-20,WAS,TTS,377176
2014-5-21,WAS,TTS,297224
2014-5-22,WAS,TTS,382971
2014-5-23,WAS,TTS,219867
2014-5-24,WAS,TTS,157755
2014-5-25,WAS,TTS,194782
2014-5-26,WAS,TTS,188665
2014-5-27,WAS,TTS,295105
2014-5-28,WAS,TTS,261855
2014-5-29,WAS,TTS,321402
2014-5-30,WAS,TTS,260592
2014-5-31,WAS,TTS,196967
2014-6-1,WAS,TTS,153993
2014-6-2,WAS,TTS,235843
2014-6-3,WAS,TTS,292625
2014-6-4,WAS,TTS,533571
2014-6-5,WAS,TTS,348421
2014-6-6,WAS,TTS,224403
2014-6-7,WAS,TTS,126101
2014-6-8,WAS,TTS,175279
2014-6-9,WAS,TTS,278642
2014-6-10,WAS,TTS,296351
2014-6-11,WAS,TTS,292101
2014-6-12,WAS,TTS,301343
2014-6-13,WAS,TTS,227652
2014-6-14,WAS,TTS,169798
2014-6-15,WAS,TTS,167242
2014-6-16,WAS,TTS,258472
2014-6-17,WAS,TTS,266965
2014-6-18,WAS,TTS,228465
2014-6-19,WAS,TTS,268334
2014-6-20,WAS,TTS,212867
2014-6-21,WAS,TTS,118721
2014-6-22,WAS,TTS,149797
2014-6-23,WAS,TTS,300675
2014-6-24,WAS,TTS,256905
2014-6-25,WAS,TTS,266073
2014-6-26,WAS,TTS,381186
2014-6-27,WAS,TTS,691510
2014-6-28,WAS,TTS,318372
2014-6-29,WAS,TTS,298149
2014-6-30,WAS,TTS,321377
2014-7-1,WAS,TTS,356756
2014-7-2,WAS,TTS,411247
2014-7-3,WAS,TTS,293238
2014-7-4,WAS,TTS,224414
2014-7-5,WAS,TTS,227899
2014-7-6,WAS,TTS,245667
2014-7-7,WAS,TTS,369873
2014-7-8,WAS,TTS,434793
2014-7-9,WAS,TTS,320899
2014-7-10,WAS,TTS,462051
2014-7-11,WAS,TTS,586831
2014-7-12,WAS,TTS,693029
2014-7-13,WAS,TTS,1637307
2014-7-14,WAS,TTS,1377797
2014-7-15,WAS,TTS,1329566
2014-7-16,WAS,TTS,1406404
2014-7-17,WAS,TTS,1441886
2014-7-18,WAS,TTS,1043377
2014-7-19,WAS,TTS,990901
2014-7-20,WAS,TTS,999664
2014-7-21,WAS,TTS,945029
2014-7-22,WAS,TTS,759637
2014-7-23,WAS,TTS,704777
2014-7-24,WAS,TTS,650387
2014-7-25,WAS,TTS,546626
2014-7-26,WAS,TTS,393196
2014-7-27,WAS,TTS,425137
2014-7-28,WAS,TTS,508052
2014-7-29,WAS,TTS,893822
2014-7-30,WAS,TTS,867187
2014-7-31,WAS,TTS,680692
2014-8-1,WAS,TTS,494553
2014-8-2,WAS,TTS,401275
2014-8-3,WAS,TTS,421756
2014-8-4,WAS,TTS,585881
2014-8-5,WAS,TTS,475205
2014-8-6,WAS,TTS,448301
2014-8-7,WAS,TTS,463630
2014-8-8,WAS,TTS,369979
2014-8-9,WAS,TTS,323428
2014-8-10,WAS,TTS,314864
2014-8-11,WAS,TTS,481947
2014-8-12,WAS,TTS,496058
2014-8-13,WAS,TTS,1716440
2014-8-14,WAS,TTS,1476230
2014-8-15,WAS,TTS,663186
2014-8-16,WAS,TTS,437743
2014-8-17,WAS,TTS,412206
2014-8-18,WAS,TTS,687721
2014-8-19,WAS,TTS,726387
2014-8-20,WAS,TTS,589509
2014-8-21,WAS,TTS,543295
2014-8-22,WAS,TTS,435051
2014-8-23,WAS,TTS,383077
2014-8-24,WAS,TTS,414641
2014-8-25,WAS,TTS,650332
2014-8-26,WAS,TTS,1004792
2014-8-27,WAS,TTS,1467369
2014-8-28,WAS,TTS,621466
2014-8-29,WAS,TTS,564535
2014-8-30,WAS,TTS,352137
2014-8-31,WAS,TTS,363994
2014-9-1,WAS,TTS,457385
2014-9-2,WAS,TTS,573588
2014-9-3,WAS,TTS,617795
2014-9-4,WAS,TTS,601123
2014-9-5,WAS,TTS,505759
2014-9-6,WAS,TTS,470080
2014-9-7,WAS,TTS,459234
2014-9-8,WAS,TTS,575350
2014-9-9,WAS,TTS,525644
2014-9-10,WAS,TTS,508509
2014-9-11,WAS,TTS,608445
2014-9-12,WAS,TTS,505162
2014-9-13,WAS,TTS,361532
2014-9-14,WAS,TTS,433380
2014-9-15,WAS,TTS,613655
2014-9-16,WAS,TTS,663173
2014-9-17,WAS,TTS,569570
2014-9-18,WAS,TTS,639578
2014-9-19,WAS,TTS,616704
2014-9-20,WAS,TTS,407499
2014-9-21,WAS,TTS,467445
2014-9-22,WAS,TTS,693561
2014-9-23,WAS,TTS,736263
2014-9-24,WAS,TTS,849212
2014-9-25,WAS,TTS,829424
2014-9-26,WAS,TTS,858678
2014-9-27,WAS,TTS,614452
2014-9-28,WAS,TTS,748732
2014-9-29,WAS,TTS,1935526
2014-9-30,WAS,TTS,1439111
2012-10-1,WAS,TTS,NA
2012-10-2,WAS,TTS,NA
2012-10-3,WAS,TTS,NA
2012-10-4,WAS,TTS,NA
2012-10-5,WAS,TTS,NA
2012-10-6,WAS,TTS,NA
2012-10-7,WAS,TTS,NA
2012-10-8,WAS,TTS,NA
2012-10-9,WAS,TTS,NA
2012-10-10,WAS,TTS,NA
2012-10-11,WAS,TTS,NA
2012-10-12,WAS,TTS,NA
2012-10-13,WAS,TTS,NA
2012-10-14,WAS,TTS,NA
2012-10-15,WAS,TTS,NA
2012-10-16,WAS,TTS,NA
2012-10-17,WAS,TTS,NA
2012-10-18,WAS,TTS,NA
2012-10-19,WAS,TTS,NA
2012-10-20,WAS,TTS,NA
2012-10-21,WAS,TTS,NA
2012-10-22,WAS,TTS,NA
2012-10-23,WAS,TTS,NA
2012-10-24,WAS,TTS,NA
2012-10-25,WAS,TTS,NA
2012-10-26,WAS,TTS,NA
2012-10-27,WAS,TTS,NA
2012-10-28,WAS,TTS,NA
