National_Gm_Num,Network,Date,Start Time,End Time,Duration,Away Team,Home Team,National Rating,Average Viewers (000),Average Households (000)
121,NBA TV,2014-1-28,0.833333333,0.943055556,158,SAS,Houston,0.52,473,311
122,ESPN,2014-1-29,0.790972222,0.902083333,160,OKC,Miami,2.8,3864,2739
123,ESPN,2014-1-29,0.902083333,0,141,CHI,San Antonio,1.5,2043,1449
124,TNT,2014-1-30,0.833333333,0.944444444,160,CLE,New York,1.1,1380,1061
125,TNT,2014-1-30,0.944444444,0.052083333,155,LAC,Golden State,1.2,1604,1213
126,ESPN,2014-1-31,0.836111111,0.940972222,151,OKC,Brooklyn,1.4,1710,1342
127,ESPN,2014-1-31,0.940972222,0.046527778,152,GSW,Utah,1.1,1414,1100
128,ESPN,2014-2-1,0.876388889,0.967361111,131,MIA,New York,2,2645,1980
129,NBA TV,2014-2-3,0.833333333,0.934722222,146,SAS,New Orleans,0.27,209,161
130,NBA TV,2014-2-4,0.875,0.986111111,160,CHI,Phoenix,0.36,261,217
131,ESPN,2014-2-5,0.836111111,0.941666667,152,POR,New York,1.3,1703,1257
132,ESPN,2014-2-5,0.941666667,0.063194444,175,MIA,L.A. Clippers,1.9,2555,1815
133,TNT,2014-2-6,0.834027778,0.94375,158,SAS,Brooklyn,1.2,1391,1122
134,TNT,2014-2-6,0.94375,0.053472222,158,CHI,Golden State,1.2,1446,1158
135,ESPN,2014-2-7,0.791666667,0.921527778,187,POR,Indiana,1.1,1280,1041
136,ESPN,2014-2-7,0.921527778,0.009027778,126,MIN,New Orleans,1.1,1295,1050
137,NBA TV,2014-2-8,0.8125,0.913888889,146,DEN,Detroit,0.24,227,143
138,ABC,2014-2-9,0.538194444,0.647222222,157,NYK,Oklahoma City,1.9,2684,2161
139,ABC,2014-2-9,0.647222222,0.75,148,CHI,L.A. Lakers,2,3071,2359
140,NBA TV,2014-2-9,0.75,0.863194444,163,DAL,Boston,0.32,241,190
141,NBA TV,2014-2-10,0.833333333,0.931944444,142,HOU,Minnesota,0.31,264,182
142,NBA TV,2014-2-11,0.791666667,0.896527778,151,SAC,Cleveland,0.19,152,111
143,NBA TV,2014-2-11,0.916666667,0.028472222,161,OKC,Portland,0.56,442,334
144,NBA TV,2014-2-12,0.811805556,0.931944444,173,SAC,New York,0.43,320,255
145,NBA TV,2014-2-12,0.9375,0.048611111,160,MIA,Golden State,0.84,746,503
146,TNT,2014-2-13,0.834027778,0.947916667,164,BRK,Chicago,1.1,1496,1105
147,TNT,2014-2-13,0.947916667,0.061111111,163,OKC,L.A. Lakers,1.3,1735,1288
148,NBA TV,2014-2-18,0.833333333,0.939583333,153,NYK,Memphis,0.35,260,208
149,NBA TV,2014-2-18,0.939583333,0.045138889,152,SAS,L.A. Clippers,0.49,333,293
150,ESPN,2014-2-19,0.836111111,0.940277778,150,IND,Minnesota,1,1182,958
151,ESPN,2014-2-19,0.940277778,0.040972222,145,HOU,L.A. Lakers,1,1274,1001
152,TNT,2014-2-20,0.84375,0.952777778,157,MIA,Oklahoma City,2.9,3836,2843
153,TNT,2014-2-20,0.952777778,0.075694444,177,HOU,Golden State,1.7,2039,1634
154,ESPN,2014-2-21,0.836111111,0.943055556,154,DEN,Chicago,0.8,1038,782
155,ESPN,2014-2-21,0.943055556,0.045138889,147,BOS,L.A. Lakers,1,1419,1012
156,NBA TV,2014-2-22,0.791666667,0.902083333,159,NOP,Washington,0.22,140,133
157,NBA TV,2014-2-22,0.916666667,0.027083333,159,BOS,Sacramento,0.24,147,143
158,ABC,2014-2-23,0.538194444,0.65625,170,LAC,Oklahoma City,1.7,2495,1981
159,ABC,2014-2-23,0.65625,0.756944444,145,CHI,Miami,2.4,3661,2738
160,ESPN,2014-2-23,0.875,0.990972222,167,HOU,Phoenix,0.9,1130,884
161,NBA TV,2014-2-24,0.814583333,0.925694444,160,DAL,New York,0.4,304,237
162,NBA TV,2014-2-25,0.791666667,0.8875,138,LAL,Indiana,0.28,201,170
163,ESPN,2014-2-26,0.836111111,0.940277778,150,NOP,Dallas,0.9,1020,823
164,ESPN,2014-2-26,0.940277778,0.046527778,153,HOU,L.A. Clippers,1.4,1650,1350
165,TNT,2014-2-27,0.844444444,0.950694444,153,NYK,Miami,2.2,2722,2101
166,TNT,2014-2-27,0.950694444,0.05625,152,BRK,Denver,1,1245,1008
167,ESPN,2014-2-28,0.836111111,0.944444444,156,GSW,New York,1.1,1374,1073
168,ESPN,2014-2-28,0.944444444,0.047916667,149,NOP,Phoenix,0.9,1075,890
169,NBA TV,2014-3-1,0.813194444,0.928472222,166,WAS,Philadelphia,0.38,262,227
170,NBA TV,2014-3-1,0.928472222,0.027083333,142,DEN,Portland,0.37,272,220
171,ABC,2014-3-2,0.538888889,0.645833333,154,NYK,Chicago,1.6,2556,1898
172,NBA TV,2014-3-2,0.793055556,0.894444444,146,DAL,San Antonio,0.43,358,258
173,NBA TV,2014-3-3,0.813194444,0.918055556,151,CHI,Brooklyn,0.27,218,163
174,NBA TV,2014-3-3,0.918055556,0.024305556,153,NOP,Sacramento,0.3,218,176
175,NBA TV,2014-3-4,0.833333333,0.938888889,152,MIA,Houston,0.99,788,591
176,NBA TV,2014-3-4,0.938888889,0.043055556,150,NOP,L.A. Lakers,0.49,388,289
177,ESPN,2014-3-5,0.836111111,0.942361111,153,DAL,Denver,0.9,996,831
178,ESPN,2014-3-5,0.942361111,0.041666667,143,ATL,Portland,0.8,890,758
179,TNT,2014-3-6,0.844444444,0.952777778,156,MIA,San Antonio,2,2630,1968
180,TNT,2014-3-6,0.952777778,0.056944444,150,LAC,L.A. Lakers,1.4,1701,1341
181,ESPN,2014-3-7,0.791666667,0.898611111,154,MEM,Chicago,0.8,1084,753
182,ESPN,2014-3-7,0.898611111,0.008333333,158,IND,Houston,1.3,1784,1279
183,NBA TV,2014-3-8,0.813194444,0.927083333,164,NYK,Cleveland,0.25,176,149
184,ABC,2014-3-9,0.538888889,0.661111111,176,MIA,Chicago,2.2,3381,2508
185,ABC,2014-3-9,0.661111111,0.761111111,144,OKC,L.A. Lakers,2.2,3382,2525
186,NBA TV,2014-3-9,0.753472222,0.858333333,151,DET,Boston,0.25,188,152
187,NBA TV,2014-3-9,0.873611111,0.982638889,157,PHX,Golden State,0.6,418,355
188,NBA TV,2014-3-10,0.939583333,0.056944444,169,PHX,L.A. Clippers,0.41,298,245
189,NBA TV,2014-3-11,0.835416667,0.947222222,161,HOU,Oklahoma City,0.75,643,446
190,ESPN,2014-3-12,0.791666667,0.899305556,155,BRK,Miami,1.4,1626,1309
191,ESPN,2014-3-12,0.899305556,0.003472222,150,POR,San Antonio,1.4,1751,1330
192,TNT,2014-3-13,0.802777778,0.904861111,147,HOU,Chicago,1,1204,989
193,TNT,2014-3-13,0.904861111,0.013194444,156,LAL,Oklahoma City,1.3,1581,1249
194,NBA TV,2014-3-14,0.855555556,0.949305556,135,LAL,San Antonio,0.35,258,210
195,NBA TV,2014-3-15,0.813194444,0.921527778,156,DEN,Atlanta,0.21,172,125
196,ABC,2014-3-16,0.643055556,0.757638889,165,HOU,Miami,2.1,3269,2477
197,NBA TV,2014-3-16,0.898611111,0.002083333,149,CLE,L.A. Clippers,0.29,205,173
198,ESPN,2014-3-17,0.833333333,0.941666667,156,OKC,Chicago,1.2,1518,1198
199,ESPN,2014-3-17,0.941666667,0.054861111,163,LAC,Denver,1.2,1431,1149
200,NBA TV,2014-3-18,0.813888889,0.934722222,174,TOR,Atlanta,0.36,313,213
201,ESPN,2014-3-19,0.836805556,0.953472222,168,IND,New York,1.4,1681,1355
202,ESPN,2014-3-19,0.953472222,0.045138889,132,SAS,L.A. Lakers,1.3,1497,1256
203,NBA TV,2014-3-22,0.9375,0.041666667,150,SAS,Golden State,0.28,221,170
204,NBA TV,2014-3-24,0.8125,0.916666667,150,POR,Miami,0.55,398,325
205,TNT,2014-3-25,0.844444444,0.977777778,192,OKC,Dallas,1.4,1743,1319
206,TNT,2014-3-25,0.977777778,0.05625,113,NYK,L.A. Lakers,1.1,1442,1098
207,ESPN,2014-3-26,0.835416667,0.954166667,171,MIA,Indiana,2.7,3348,2587
208,ESPN,2014-3-26,0.954166667,0.045833333,132,MEM,Utah,1.1,1281,1040
209,NBA TV,2014-3-29,0.833333333,0.941666667,156,LAC,Houston,0.4,337,241
210,NBA TV,2014-3-30,0.875694444,0.983333333,155,MEM,Portland,0.31,216,186
211,NBA TV,2014-3-31,0.792361111,0.892361111,144,SAS,Indiana,0.42,298,248
212,TNT,2014-4-1,0.84375,0.949305556,152,HOU,Brooklyn,0.9,1125,891
213,TNT,2014-4-1,0.949305556,0.052083333,148,POR,L.A. Lakers,0.9,1176,911
214,ESPN,2014-4-2,0.791666667,0.902083333,159,BRK,New York,1,1187,931
215,TNT,2014-4-3,0.84375,0.95,153,SAS,Oklahoma City,1.5,1944,1481
216,TNT,2014-4-3,0.95,0.061111111,160,DAL,L.A. Clippers,1.2,1439,1154
217,ESPN,2014-4-4,0.791666667,0.909027778,169,DEN,Memphis,0.7,800,660
218,ESPN,2014-4-4,0.909027778,0.011111111,147,OKC,Houston,1.4,1746,1377
219,ABC,2014-4-6,0.538888889,0.653472222,165,NYK,Miami,2,3019,2345
220,ABC,2014-4-6,0.653472222,0.760416667,154,LAL,L.A. Clippers,2,2981,2338
221,NBA TV,2014-4-6,0.75,0.859027778,157,ATL,Indiana,0.35,278,209
222,NBA TV,2014-4-6,0.875,0.992361111,169,OKC,Phoenix,0.6,442,355
223,TNT,2014-4-8,0.84375,0.949305556,152,BRK,Miami,1.4,1789,1331
224,TNT,2014-4-8,0.949305556,0.053472222,150,HOU,L.A. Lakers,1,1250,940
225,ESPN,2014-4-9,0.836111111,0.946527778,159,MIA,Memphis,1.5,1957,1484
226,ESPN,2014-4-9,0.946527778,0.060416667,164,OKC,L.A. Clippers,1.6,1938,1543
227,TNT,2014-4-10,0.84375,0.951388889,155,SAS,Dallas,1.3,1598,1279
228,TNT,2014-4-10,0.951388889,0.054166667,148,DEN,Golden State,1.1,1305,1030
229,NBA TV,2014-4-11,0.8125,0.925,162,IND,Miami,0.93,705,550
230,NBA TV,2014-4-11,0.945138889,0.034722222,129,GSW,L.A. Lakers,0.53,390,314
231,NBA TV,2014-4-12,0.854166667,0.965277778,160,PHX,Dallas,0.48,325,283
232,ABC,2014-4-13,0.538888889,0.655555556,168,OKC,Indiana,1.9,2828,2162
233,NBA TV,2014-4-13,0.75,0.852083333,147,ORL,Brooklyn,0.28,208,168
234,NBA TV,2014-4-13,0.894444444,0.99375,143,MEM,L.A. Lakers,0.34,255,201
235,NBA TV,2014-4-14,0.834722222,0.932638889,141,SAS,Houston,0.52,421,305
236,NBA TV,2014-4-14,0.932638889,0.047222222,165,MIN,Golden State,0.52,387,310
237,TNT,2014-4-15,0.845138889,0.951388889,153,NYK,Brooklyn,1.2,1384,1132
238,TNT,2014-4-15,0.951388889,0.054861111,149,DEN,L.A. Clippers,0.9,1144,897
239,ESPN,2014-4-16,0.836111111,0.958333333,176,DAL,Memphis,1,1249,974
240,ESPN,2014-4-16,0.958333333,0.047222222,128,GSW,Denver,1.1,1572,1088
