"","X","GM","DAY","DATE","ET","LOCAL","AWAY","HOME","AWAY.TV","DUR","HH.RTG","HH.SHR","HH.IMP","P2..IMP","HOME.TV","DUR.1","HH.RTG.1","HH.SHR.1","HH.IMP.1","P2..IMP.1","NAT.TV","CN.TV","Game_id","National.Rating","Average.Viewers","Average.Households","ratings"
"4230",540,539,"Thu","2017-1-5","8:00:00 PM","7:00:00 PM","OKC","HOU","FSOK",150,"6.2",9,45,NA,"",NA,"","","","","TNT","","21700539",1.4,1782,1295,0
"4231",541,540,"Thu","2017-1-5","8:30:00 PM","7:30:00 PM","PHX","DAL","FSA",150,"1.5",2,28,42,"FSSW-DAL",150,"1.4","2","38","57","","","21700540",0,0,0,0
"4232",542,541,"Thu","2017-1-5","10:00:00 PM","7:00:00 PM","LAL","POR","SpecSN/D",150,"1.5",2,82,111,"CSN-POR",150,"2.2","4","25","30","","","21700541",1.1,1385,1023,0
"4233",543,542,"Thu","2017-1-5","10:30:00 PM","8:30:00 PM","SAS","DEN","FSSW-SA",135,"7",11,66,NA,"",NA,"","","","","TNT","","21700542",0,0,0,0
"4234",544,543,"Fri","2017-1-6","7:00:00 PM","7:00:00 PM","MIN","WAS","FSNN-MIN",135,"1.5",3,26,37,"CSN-W",135,"0.7","1","18","18","","","21700543",0,0,0,0
"4235",545,544,"Fri","2017-1-6","7:00:00 PM","7:00:00 PM","HOU","ORL","ROOT-SW",135,"1.7",3,42,60,"FSFL",135,"0.6","1","9","12","","","21700544",0,0,0,0
"4236",546,545,"Fri","2017-1-6","7:30:00 PM","7:30:00 PM","PHI","BOS","CSN-P",165,"2.6",4,77,94,"CSN-NE",165,"2.4","4","59","80","","","21700545",0,0,0,0
"4237",547,546,"Fri","2017-1-6","7:30:00 PM","7:30:00 PM","CLE","BRK","FSO",150,"9.4",15,141,243,"YES",150,"0.5","1","38","54","","","21700546",0,0,0,0
"4238",548,547,"Fri","2017-1-6","8:00:00 PM","7:00:00 PM","NYK","MIL","MSG",165,"1.8",3,131,164,"",NA,"","","","","ESPN","","21700547",1.4,1584,1210,0
"4239",549,548,"Fri","2017-1-6","10:30:00 PM","7:30:00 PM","MIA","LAL","FS-SUN",165,"1.6",4,27,35,"SpecSN/D",150,"1.4","3","78","115","","","21700548",0,0,0,0
"4240",550,549,"Fri","2017-1-6","10:30:00 PM","7:30:00 PM","MEM","GSW","",NA,"",NA,NA,NA,"CSN-BA",180,"8.5","16","213","311","ESPN","","21700549",1.7,2029,1510,0
"4241",551,550,"Fri","2017-1-6","10:30:00 PM","7:30:00 PM","LAC","SAC","FSNP",150,"0.7",1,41,54,"CSN-S",150,"1.8","3","25","48","","","21700550",0,0,0,0
"4242",552,551,"Sat","2017-1-7","7:00:00 PM","7:00:00 PM","NYK","IND","MSG",150,"1",1,71,88,"FSI",150,"2.5","4","28","","","","21700551",0,0,0,0
"4243",553,552,"Sat","2017-1-7","7:30:00 PM","7:30:00 PM","NOP","BOS","FSNO",150,"1.33",2,8.4,NA,"CSN-NE",135,"1.9","3","46","57","","","21700552",0,0,0,0
"4244",554,553,"Sat","2017-1-7","8:00:00 PM","7:00:00 PM","TOR","CHI","TSN",NA,"",NA,NA,NA,"WGN",180,"3.2","6","111","177","","TSN","21700553",0,0,0,0
"4245",555,554,"Sat","2017-1-7","8:00:00 PM","7:00:00 PM","DEN","OKC","ASE",150,"0.2",0,4,4,"FSOK",150,"5.89","9.1","42.6","","","","21700554",0,0,0,0
"4246",556,555,"Sat","2017-1-7","8:00:00 PM","7:00:00 PM","UTA","MIN","ROOT-RM",150,"3.85",7.1,35.4,NA,"FSNN-MIN",150,"1.3","2","22","31","","","21700555",0,0,0,0
"4247",557,556,"Sat","2017-1-7","8:30:00 PM","7:30:00 PM","ATL","DAL","FSSE-ATL",150,"0.9",1,22,30,"FSSW-DAL",150,"0.9","2","24","40","","","21700556",0,0,0,0
"4248",558,557,"Sat","2017-1-7","8:30:00 PM","7:30:00 PM","CHA","SAS","FSSE-CHA",150,"0.85",1.444444444,10,11,"FSSW-SA",135,"4.3","7","40","","","","21700557",0,0,0,0
"4249",559,558,"Sat","2017-1-7","10:00:00 PM","7:00:00 PM","DET","POR","FSD",NA,"",NA,NA,NA,"CSN-POR",NA,"","","","","","","21700558",0,0,0,0
"4250",568,558,"Sun","2017-1-8","12:00:00 PM","12:00:00 PM","PHI","BRK","CSN-P",150,"1.3",2,37,41,"YES",150,"0.1","0","9","15","","","21700558",0,0,0,0
"4251",560,559,"Sun","2017-1-8","3:30:00 PM","12:30:00 PM","MIA","LAC","FS-SUN",150,"0.7",1,12,21,"FSNP",150,"0.7","2","36","59","","","21700559",0,0,0,0
"4252",561,560,"Sun","2017-1-8","3:30:00 PM","2:30:00 PM","WAS","MIL","CSN-W",150,"0.6",1,16,25,"FSNWI",150,"2.2","4","20","","","","21700560",0,0,0,0
"4253",562,561,"Sun","2017-1-8","6:00:00 PM","6:00:00 PM","HOU","TOR","ROOT-SW",165,"2.5",4,61,87,"SN1",NA,"","","","","","SN1","21700561",0,0,0,0
"4254",563,562,"Sun","2017-1-8","8:00:00 PM","7:00:00 PM","UTA","MEM","ROOT-RM",150,"4.19",7.5,38.3,NA,"FSSE-MEM",150,"1.88","2.5","11.8","","NBA TV","","21700562",0.32,231,170,0
"4255",564,563,"Sun","2017-1-8","8:30:00 PM","6:30:00 PM","CLE","PHX","FSO",150,"7.3",11,110,168,"FSA",150,"2.4","4","46","73","","","21700563",0,0,0,0
"4256",565,564,"Sun","2017-1-8","9:00:00 PM","6:00:00 PM","GSW","SAC","CSN-BA",150,"8.8",14,219,312,"CSN-S",150,"4.7","7","64","117","","","21700564",0,0,0,0
"4257",566,565,"Sun","2017-1-8","9:30:00 PM","6:30:00 PM","ORL","LAL","FSFL",150,"0.4",1,6,8,"SpecSN/D",150,"1.9","3","102","149","","","21700565",0,0,0,0
"4258",569,566,"Mon","2017-1-9","7:30:00 PM","7:30:00 PM","NOP","NYK","FSNO",150,"1",1,6,NA,"MSG",135,"1.6","2","114","165","","","21700566",0,0,0,0
"4259",570,567,"Mon","2017-1-9","8:00:00 PM","7:00:00 PM","OKC","CHI","FSOK",150,"6.3",9,46,NA,"CSN-C",150,"2","3","68","91","","","21700567",0,0,0,0
"4260",571,568,"Mon","2017-1-9","8:00:00 PM","7:00:00 PM","DAL","MIN","FSSW-DAL",150,"0.6",1,16,23,"FSNN-MIN",150,"1.9","3","32","38","","","21700568",0,0,0,0
"4261",572,569,"Tue","2017-1-10","7:00:00 PM","7:00:00 PM","CHI","WAS","CSN-C",150,"2.3",4,80,101,"CSN-W",150,"1","2","25","32","","","21700569",0,0,0,0
"4262",573,570,"Tue","2017-1-10","7:30:00 PM","7:30:00 PM","BOS","TOR","CSN-NE",150,"2.6",4,62,88,"SN1",NA,"","","","","NBA TV","SN1","21700570",0.42,329,219,0
"4263",574,571,"Tue","2017-1-10","7:30:00 PM","7:30:00 PM","ATL","BRK","FSSE-ATL",150,"1.1",2,26,33,"YES",150,"0.4","1","28","37","","","21700571",0,0,0,0
"4264",575,572,"Tue","2017-1-10","8:00:00 PM","7:00:00 PM","CHA","HOU","FSSE-CHA",150,"0.9",1,11,12,"ROOT-SW",150,"3.3","5","82","117","","","21700572",0,0,0,0
"4265",576,573,"Tue","2017-1-10","8:30:00 PM","7:30:00 PM","MIL","SAS","FSNWI",150,"3.6",5,32,NA,"FSSW-SA",150,"6.6","10","62","","","","21700573",0,0,0,0
"4266",577,574,"Tue","2017-1-10","9:00:00 PM","7:00:00 PM","CLE","UTA","FSO",150,"8.2",14,122,171,"ROOT-RM",150,"5.6","10","52","","","","21700574",0,0,0,0
"4267",578,575,"Tue","2017-1-10","10:30:00 PM","7:30:00 PM","POR","LAL","CSN-POR",150,"3.4",5,38,56,"SpecSN/D",135,"2.2","4","119","173","","","21700575",0,0,0,0
"4268",579,576,"Tue","2017-1-10","10:30:00 PM","7:30:00 PM","MIA","GSW","FS-SUN",150,"2.3",6,39,61,"CSN-BA",150,"10.1","17","252","367","NBA TV","","21700576",0.76,507,396,0
"4269",580,577,"Tue","2017-1-10","10:30:00 PM","7:30:00 PM","DET","SAC","FSD+",150,"0.5",1,10,11,"CSN-S",150,"0.7","1","10","14","","","21700577",0,0,0,0
"4270",581,578,"Wed","2017-1-11","7:00:00 PM","7:00:00 PM","NYK","PHI","MSG",150,"2",3,146,177,"CSN-P",150,"2.6","4","75","86","","","21700578",0,0,0,0
"4271",582,579,"Wed","2017-1-11","8:00:00 PM","7:00:00 PM","MEM","OKC","FSSE-MEM",150,"0.2",1,2,NA,"FSOK",150,"6.027272727","9.363636364","43.54545455","","","","21700579",1.2,1346,1060,0
"4272",583,580,"Wed","2017-1-11","8:00:00 PM","7:00:00 PM","HOU","MIN","ROOT-SW",150,"3",5,75,98,"FSNN-MIN",150,"2.6","4","45","58","","","21700580",0,0,0,0
"4273",584,581,"Wed","2017-1-11","8:00:00 PM","8:00:00 PM","WAS","BOS","CSN-W",135,"1.6",3,40,51,"CSN-NE",135,"3","5","73","101","ESPN","","21700581",0,0,0,0
"4274",585,582,"Wed","2017-1-11","10:30:00 PM","7:30:00 PM","ORL","LAC","FSFL",150,"0.2",0,3,2,"FSNP",150,"1.2","2","63","94","","","21700582",0,0,0,0
"4275",586,583,"Wed","2017-1-11","10:30:00 PM","7:30:00 PM","CLE","POR","FSO",150,"2.6",6,39,54,"KGW",180,"5.8","9","66","90","ESPN","","21700583",1.5,1650,1280,0
"4276",588,584,"Thu","2017-1-12","7:30:00 PM","7:30:00 PM","NOP","BRK","FSNO",150,"3.27",4.6,20.9,NA,"YES",135,"0.2","0","18","22","","","21700584",0,0,0,0
"4277",589,585,"Thu","2017-1-12","8:00:00 PM","8:00:00 PM","CHI","NYK","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21700585",1.2,1442,1097,0
"4278",590,586,"Thu","2017-1-12","8:30:00 PM","7:30:00 PM","LAL","SAS","SpecSN/D",150,"1.3",2,71,98,"FSSW-SA",150,"5.9","10","56","","","","21700586",0,0,0,0
"4279",587,587,"Thu","2017-1-12","3:00:00 PM","8:00:00 PM","IND","DEN","FSI",135,"2.2",5,24,NA,"ASE",150,"0.2","1","4","4","NBA TV","","21700587",0.12,67,64,0
"4280",592,588,"Thu","2017-1-12","10:30:00 PM","7:30:00 PM","DET","GSW","",NA,"",NA,NA,NA,"CSN-BA",150,"8.4","15","209","310","TNT","","21700588",1.3,1550,1190,0
"4281",591,589,"Thu","2017-1-12","10:00:00 PM","9:00:00 PM","DAL","PHX","FSSW-DAL",150,"0.9",2,24,33,"FSA",150,"1.4","2","27","39","","","21700589",0,0,0,0
"4282",594,590,"Fri","2017-1-13","7:30:00 PM","7:30:00 PM","BRK","TOR","YES",135,"0.2",0,17,20,"SN1",NA,"","","","","","SN1","21700590",0,0,0,0
"4283",593,591,"Fri","2017-1-13","7:00:00 PM","7:00:00 PM","CHA","PHI","FSSE-CHA",150,"0.6",1,7,10,"CSN-P",150,"2.9","5","85","110","","","21700591",0,0,0,0
"4284",595,592,"Fri","2017-1-13","8:00:00 PM","7:00:00 PM","MIA","MIL","FS-SUN",150,"1.5",3,26,38,"FSNWI",150,"2.5","4","23","","","","21700592",0,0,0,0
"4285",596,593,"Fri","2017-1-13","8:00:00 PM","7:00:00 PM","MEM","HOU","FSSE-MEM",150,"2.4",4,15,NA,"ROOT-SW",165,"3","5","73","102","","","21700593",0,0,0,0
"4286",597,594,"Fri","2017-1-13","8:00:00 PM","7:00:00 PM","OKC","MIN","FSOK",135,"9.177777778",13.55555556,66.33333333,NA,"FSNN-MIN",135,"1.8","3","31","43","","","21700594",0,0,0,0
"4287",598,595,"Fri","2017-1-13","8:00:00 PM","8:00:00 PM","BOS","ATL","",NA,"",NA,NA,NA,"",NA,"","","","","ESPN","","21700595",1,1161,921,0
"4288",599,596,"Fri","2017-1-13","10:00:00 PM","7:00:00 PM","ORL","POR","FSFL",165,"0.4",1,6,9,"KGW",165,"6.2","11","71","95","","","21700596",0,0,0,0
"4289",600,597,"Fri","2017-1-13","10:30:00 PM","7:30:00 PM","CLE","SAC","FSO",135,"5.1",12,77,104,"CSN-S",150,"2.8","5","38","62","","","21700597",0,0,0,0
"4290",601,598,"Fri","2017-1-13","10:30:00 PM","8:30:00 PM","DET","UTA","FSD",150,"0.2",0,4,6,"ROOT-RM",165,"3.127272727","6.727272727","28.72727273","","ESPN","","21700598",0.9,1063,780,0
"4291",602,599,"Sat","2017-1-14","3:30:00 PM","12:30:00 PM","LAL","LAC","SpecSN/D",135,"0.7",2,38,54,"FSNP",135,"0.4","1","21","31","","","21700599",0,0,0,0
"4292",603,600,"Sat","2017-1-14","5:00:00 PM","4:00:00 PM","NOP","CHI","FSNO",150,"0.69",1.4,4.3,NA,"CSN-C",150,"1","2","36","49","","","21700600",0,0,0,0
"4293",605,601,"Sat","2017-1-14","8:00:00 PM","8:00:00 PM","PHI","WAS","CSN-P",135,"1.2",2,34,48,"CSN-W",135,"0.6","1","14","24","","","21700601",0,0,0,0
"4294",606,602,"Sat","2017-1-14","9:00:00 PM","7:00:00 PM","ORL","UTA","FSFL",150,"0.4",1,6,6,"ROOT-RM",165,"5.3","10.2","48","","","","21700602",0,0,0,0
"4295",604,603,"Sat","2017-1-14","6:00:00 PM","5:00:00 PM","SAS","PHX","FSSW-SA",150,"3.4",6,32,NA,"FSA",150,"0.9","2","17","31","","","21700603",0.13,113,70,0
"4296",607,604,"Sun","2017-1-15","3:00:00 PM","3:00:00 PM","NYK","TOR","MSG",150,"1",2,71,104,"TSN4/5",NA,"","","","","","TSN4/5","21700604",0,0,0,0
"4297",608,605,"Sun","2017-1-15","3:00:00 PM","3:00:00 PM","MIL","ATL","FSNWI",150,"1.2",2,11,NA,"FSSE-ATL",150,"0.8","2","20","26","","","21700605",0,0,0,0
"4298",609,606,"Sun","2017-1-15","4:00:00 PM","3:00:00 PM","MIN","DAL","FSNN-MIN",135,"2",5,35,52,"FSSW-DAL",135,"0.9","2","24","30","","","21700606",0,0,0,0
"4299",610,607,"Sun","2017-1-15","6:00:00 PM","6:00:00 PM","HOU","BRK","ROOT-SW",150,"1",2,24,35,"YES",135,"0.1","0","7","12","","","21700607",0,0,0,0
"4300",611,608,"Sun","2017-1-15","9:00:00 PM","6:00:00 PM","OKC","SAC","FSOK",165,"6.3",9,45.54545455,NA,"CSN-S",165,"1.2","2","16","26","","","21700608",0,0,0,0
"4301",612,609,"Sun","2017-1-15","9:00:00 PM","8:00:00 PM","CHI","MEM","WGN",165,"2.5",4,86,131,"",NA,"","","","","ESPN","","21700609",0.3,377,298,0
"4302",613,610,"Sun","2017-1-15","9:30:00 PM","6:30:00 PM","DET","LAL","FSD",150,"0.4",1,8,12,"SpecSN/D",150,"1","2","54","86","","","21700610",0,0,0,0
"4303",614,611,"Mon","2017-1-16","1:00:00 PM","1:00:00 PM","ATL","NYK","FSSE-ATL",150,"0.8",2,19,24,"MSG",150,"1.2","3","88","92","NBA TV","","21700611",0.28,159,145,0
"4304",615,612,"Mon","2017-1-16","2:00:00 PM","2:00:00 PM","POR","WAS","CSN-POR",150,"0.5",1,5,5,"CSN-W",135,"0.7","2","17","18","","","21700612",0,0,0,0
"4305",616,613,"Mon","2017-1-16","3:30:00 PM","2:30:00 PM","PHI","MIL","CSN-P",150,"1.7",4,51,54,"FSNWI",150,"2.7","6","25","","","","21700613",0,0,0,0
"4306",617,614,"Mon","2017-1-16","4:00:00 PM","4:00:00 PM","NOP","IND","FSNO",150,"0.536363636",1.2,3,NA,"FSI",150,"3.6","7","39","","NBA TV","","21700614",0,0,0,0
"4307",618,615,"Mon","2017-1-16","5:00:00 PM","3:00:00 PM","ORL","DEN","FSFL",135,"0.7",1,10,18,"ASE",135,"0.2","0","3","3","","","21700615",0.24,157,128,0
"4308",619,616,"Mon","2017-1-16","7:30:00 PM","7:30:00 PM","CHA","BOS","FSSE-CHA",150,"1.04",1.7,12.4,15.7,"CSN-NE",135,"3.2","5","78","111","","","21700616",0,0,0,0
"4309",620,617,"Mon","2017-1-16","8:00:00 PM","5:00:00 PM","CLE","GSW","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21700617",3.3,4529,3039,0
"4310",621,618,"Mon","2017-1-16","9:00:00 PM","7:00:00 PM","UTA","PHX","ROOT-RM",150,"4.9",9,45,NA,"FSA",135,"1.4","2","26","37","","","21700618",0,0,0,0
"4311",622,619,"Mon","2017-1-16","10:30:00 PM","7:30:00 PM","OKC","LAC","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21700619",1.4,1716,1263,0
"4312",623,620,"Tue","2017-1-17","7:30:00 PM","7:30:00 PM","TOR","BRK","TSN1/3/4",NA,"",NA,NA,NA,"YES",135,"0.4","1","31","30","","TSN1/3/4","21700620",0,0,0,0
"4313",624,621,"Tue","2017-1-17","7:30:00 PM","7:30:00 PM","HOU","MIA","ROOT-SW",150,"2.4",4,58,82,"FS-SUN",165,"3","5","50","59","NBA TV","","21700621",0.52,340,272,0
"4314",625,622,"Tue","2017-1-17","8:00:00 PM","7:00:00 PM","DAL","CHI","FSSW-DAL",150,"0.8",1,21,22,"CSN-C",150,"0.6","1","21","24","","","21700622",0,0,0,0
"4315",626,623,"Tue","2017-1-17","8:30:00 PM","7:30:00 PM","MIN","SAS","FSNN-MIN+",150,"1.2",2,21,31,"FSSW-SA",150,"6.2","10","58","","","","21700623",0,0,0,0
"4316",627,624,"Tue","2017-1-17","10:30:00 PM","7:30:00 PM","DEN","LAL","ASE",150,"0.7",1,11,13,"SpecSN/D",150,"1.6","3","85","120","NBA TV","","21700624",0.51,334,266,0
"4317",628,625,"Wed","2017-1-18","7:00:00 PM","7:00:00 PM","TOR","PHI","TSN",NA,"",NA,NA,NA,"CSN-P",165,"2.9","5","86","118","","TSN","21700625",0,0,0,0
"4318",629,626,"Wed","2017-1-18","7:00:00 PM","7:00:00 PM","MEM","WAS","FSSE-MEM",150,"2.26",3.3,14.3,NA,"CSN-W",165,"1","2","24","39","","","21700626",0,0,0,0
"4319",630,627,"Wed","2017-1-18","7:00:00 PM","7:00:00 PM","POR","CHA","CSN-POR",150,"0.8",2,9,11,"FSSE-CHA",150,"0.49","1","5.8","8","","","21700627",0,0,0,0
"4320",631,628,"Wed","2017-1-18","7:30:00 PM","7:30:00 PM","NYK","BOS","MSG",150,"2.3",4,169,202,"CSN-NE",150,"2.8","5","67","81","","","21700628",0,0,0,0
"4321",632,629,"Wed","2017-1-18","8:00:00 PM","7:00:00 PM","ORL","NOP","FSFL",135,"0.7",1,11,13,"FSNO",150,"1.1","2","7","","","","21700629",0,0,0,0
"4322",633,630,"Wed","2017-1-18","8:00:00 PM","7:00:00 PM","MIL","HOU","FSNWI",135,"1.1",2,10,NA,"ROOT-SW",150,"1.6","3","40","59","","","21700630",1.1,1298,983,0
"4323",634,631,"Wed","2017-1-18","8:00:00 PM","8:00:00 PM","ATL","DET","FSSE-ATL",150,"0.9",1,21,26,"FSD",150,"1.38","2","26","30","ESPN","","21700631",0,0,0,0
"4324",635,632,"Wed","2017-1-18","10:30:00 PM","7:30:00 PM","OKC","GSW","FSOK",150,"4.21",7.8,30.2,NA,"CSN-BA",150,"8.8","15","218","340","ESPN","","21700632",2.2,2650,1934,0
"4325",636,633,"Wed","2017-1-18","10:30:00 PM","7:30:00 PM","IND","SAC","FSI",150,"2.4",6,26,NA,"CSN-S",150,"1.1","2","16","26","","","21700633",0,0,0,0
"4326",637,634,"Thu","2017-1-19","7:00:00 PM","7:00:00 PM","PHX","CLE","FSA",150,"1.2",2,23,33,"FSO",150,"8.6","14","129","205","","","21700634",0,0,0,0
"4327",638,635,"Thu","2017-1-19","7:30:00 PM","7:30:00 PM","DAL","MIA","FSSW-DAL",165,"0.8",1,23,28,"FS-SUN",165,"2.7","5","46","57","","","21700635",0,0,0,0
"4328",639,636,"Thu","2017-1-19","8:00:00 PM","8:00:00 PM","WAS","NYK","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21700636",1.2,1423,1054,0
"4329",640,637,"Thu","2017-1-19","8:30:00 PM","7:30:00 PM","DEN","SAS","ASE",150,"0.6",1,11,11,"FSSW-SA",150,"6.6","10","62","","","","21700637",0,0,0,0
"4330",641,638,"Thu","2017-1-19","10:30:00 PM","7:30:00 PM","MIN","LAC","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21700638",1,1211,937,0
"4331",642,639,"Fri","2017-1-20","7:00:00 PM","7:00:00 PM","POR","PHI","CSN-POR",150,"1.3",3,15,22,"CSN-P",150,"3","5","87","114","","","21700639",0,0,0,0
"4332",643,640,"Fri","2017-1-20","7:00:00 PM","7:00:00 PM","TOR","CHA","TSN",NA,"",NA,NA,NA,"FSSE-CHA",150,"0.69","1.375","8.2","11","","TSN","21700640",0,0,0,0
"4333",644,641,"Fri","2017-1-20","7:00:00 PM","7:00:00 PM","MIL","ORL","FSNWI",150,"2.2",4,20,NA,"FSFL",150,"0.9","1","13","21","","","21700641",0,0,0,0
"4334",645,642,"Fri","2017-1-20","8:00:00 PM","7:00:00 PM","SAC","MEM","CSN-S",150,"0.5",1,7,12,"FSSE-MEM",150,"1.19","1.7","7.5","","","","21700642",0,0,0,0
"4335",646,643,"Fri","2017-1-20","8:00:00 PM","7:00:00 PM","BRK","NOP","YES",150,"0.2",0,18,18,"FSNO",150,"1.75","2.6","11.3","","","","21700643",0,0,0,0
"4336",647,644,"Fri","2017-1-20","8:00:00 PM","7:00:00 PM","GSW","HOU","CSN-BA",150,"8.4",17,209,345,"ROOT-SW",150,"2.3","4","56","83","ESPN","","21700644",1.7,2075,1537,0
"4337",648,645,"Fri","2017-1-20","8:00:00 PM","8:00:00 PM","CHI","ATL","WGN",150,"1.6",3,57,77,"FSSE-ATL",150,"1.63","3","38","47","","","21700645",0,0,0,0
"4338",649,646,"Fri","2017-1-20","8:30:00 PM","7:30:00 PM","UTA","DAL","ROOT-RM",180,"5.95",10.91666667,54.58333333,NA,"FSSW-DAL",180,"0.8","1","21","29","","","21700646",0,0,0,0
"4339",650,647,"Fri","2017-1-20","10:30:00 PM","7:30:00 PM","IND","LAL","FSI",150,"1.3",3,14,NA,"SpecSN/D",150,"1.1","2","62","85","ESPN","","21700647",1.2,1360,1042,0
"4340",651,648,"Sat","2017-1-21","5:00:00 PM","5:00:00 PM","POR","BOS","CSN-POR",180,"2",5,23,27,"CSN-NE",180,"2.3","5","55","71","","","21700648",0,0,0,0
"4341",652,649,"Sat","2017-1-21","6:00:00 PM","6:00:00 PM","WAS","DET","CSN-W",150,"1.1",2,27,35,"FSD",150,"1","2","18","24","","","21700649",0,0,0,0
"4342",653,650,"Sat","2017-1-21","7:00:00 PM","7:00:00 PM","BRK","CHA","YES",150,"0.2",0,14,14,"FSSE-CHA",150,"0.85","1.4","9.9","13","","","21700650",0,0,0,0
"4343",654,651,"Sat","2017-1-21","7:00:00 PM","7:00:00 PM","PHI","ATL","CSN-P",150,"2",4,59,76,"FSSE-ATL",150,"1.6","3","38","52","","","21700651",0,0,0,0
"4344",655,652,"Sat","2017-1-21","7:30:00 PM","7:30:00 PM","PHX","NYK","FSA",150,"1.6",3,30,47,"MSG",150,"2","4","150","210","","","21700652",0,0,0,0
"4345",656,653,"Sat","2017-1-21","7:30:00 PM","7:30:00 PM","MIL","MIA","FSNWI",150,"1.6",3,14,NA,"FS-SUN",150,"1.5","3","25","32","","","21700653",0,0,0,0
"4346",657,654,"Sat","2017-1-21","8:00:00 PM","7:00:00 PM","HOU","MEM","ROOT-SW",150,"2",4,50,70,"FSSE-MEM",150,"2.17","3.3","13.8","","","","21700654",0,0,0,0
"4347",658,655,"Sat","2017-1-21","8:30:00 PM","8:30:00 PM","SAS","CLE","",NA,"",NA,NA,NA,"",NA,"","","","","ABC","","21700655",2.2,3602,2575,0
"4348",659,656,"Sat","2017-1-21","9:00:00 PM","7:00:00 PM","LAC","DEN","FSW-LAC",150,"0.5",1,29,45,"ASE",150,"0.7","1","12","14","","","21700656",0,0,0,0
"4349",660,657,"Sat","2017-1-21","9:00:00 PM","7:00:00 PM","IND","UTA","FSI",150,"2.6",4,28,NA,"ROOT-RM",150,"4.56","8.5","41.9","","","","21700657",0,0,0,0
"4350",661,658,"Sat","2017-1-21","9:00:00 PM","8:00:00 PM","SAC","CHI","CSN-S",150,"1.9",3,26,35,"WGN",150,"3.1","6","106","165","","","21700658",0,0,0,0
"4351",665,659,"Sun","2017-1-22","12:00:00 PM","12:00:00 PM","GSW","ORL","CSN-BA",135,"6.8",20,170,227,"FSFL",150,"0.7","2","11","14","","","21700659",0,0,0,0
"4352",662,660,"Sun","2017-1-22","3:30:00 PM","2:30:00 PM","LAL","DAL","SpecSN/D",150,"0.8",2,44,57,"FSSW-DAL",135,"0.4","1","12","13","","","21700660",0,0,0,0
"4353",663,661,"Sun","2017-1-22","6:00:00 PM","6:00:00 PM","PHX","TOR","FSA",150,"1.1",2,21,28,"TSN1/3/4",NA,"","","","","","TSN1/3/4","21700661",0,0,0,0
"4354",664,662,"Sun","2017-1-22","7:00:00 PM","6:00:00 PM","DEN","MIN","ASE",150,"0.8",1,13,20,"FSNN-MIN",150,"1.5","2","26","39","","","21700662",0,0,0,0
"4355",666,663,"Mon","2017-1-23","7:00:00 PM","7:00:00 PM","WAS","CHA","CSN-W+",150,"0.7",1,18,25,"FSSE-CHA",150,"1.07","1.7","12.7","14","","","21700663",0,0,0,0
"4356",667,664,"Mon","2017-1-23","7:30:00 PM","7:30:00 PM","SAS","BRK","FSSW-SA",135,"5.3",9,50,NA,"YES",150,"0.5","1","34","48","","","21700664",0,0,0,0
"4357",668,665,"Mon","2017-1-23","7:30:00 PM","7:30:00 PM","LAC","ATL","FSNP",150,"0.8",2,41,83,"FSSE-ATL",150,"1","2","24","29","","","21700665",0,0,0,0
"4358",669,666,"Mon","2017-1-23","7:30:00 PM","7:30:00 PM","GSW","MIA","CSN-BA",165,"7.4",17,185,265,"FS-SUN",180,"3.9","6","67","84","","","21700666",0,0,0,0
"4359",670,667,"Mon","2017-1-23","7:30:00 PM","7:30:00 PM","SAC","DET","CSN-S",165,"1",2,14,20,"FSD",150,"1.69","3","31","34","","","21700667",0,0,0,0
"4360",671,668,"Mon","2017-1-23","8:00:00 PM","7:00:00 PM","HOU","MIL","ROOT-SW",150,"2.4",4,59,82,"FSNWI",150,"3.6","4.818181818","32","","","","21700668",0,0,0,0
"4361",672,669,"Mon","2017-1-23","8:00:00 PM","7:00:00 PM","CLE","NOP","FSO",150,"7.6",12,115,154,"FSNO",165,"3.5","5","22","","","","21700669",0,0,0,0
"4362",673,670,"Mon","2017-1-23","8:00:00 PM","8:00:00 PM","NYK","IND","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21700670",0.8,977,723,0
"4363",674,671,"Mon","2017-1-23","9:00:00 PM","7:00:00 PM","OKC","UTA","FSOK",150,"7",10,51,NA,"ROOT-RM",150,"7.2","12","66","","","","21700671",0,0,0,0
"4364",675,672,"Tue","2017-1-24","7:00:00 PM","7:00:00 PM","SAS","TOR","FSSW-SA",165,"6.7",11,63,NA,"SN1",NA,"","","","","NBA TV","SN1","21700672",0.39,259,203,0
"4365",676,673,"Tue","2017-1-24","7:00:00 PM","7:00:00 PM","LAC","PHI","FSNP",165,"0.8",2,46,65,"CSN-P",165,"2.2","3","64","94","","","21700673",0,0,0,0
"4366",677,674,"Tue","2017-1-24","7:00:00 PM","7:00:00 PM","BOS","WAS","CSN-NE",150,"2.1",3,50,62,"CSN-W",150,"1.5","3","38","58","","","21700674",0,0,0,0
