GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,NAT TV,CN TV
977,Sat,3/14/2015,7:00:00 PM,7:00:00 PM,SAC,WAS,CSN-S,135,1.8,4,24,29,CSN-W,150,1.3,3,31,37,NBA TV,
978,Sat,3/14/2015,7:30:00 PM,7:30:00 PM,BRK,PHI,YES,150,0.3,1,26,36,CSN-P,150,0.4,1,13,14,,
979,Sat,3/14/2015,8:00:00 PM,7:00:00 PM,MIL,MEM,FSNWI,150,1.5,3,14,,SSO-MEM,150,3.53,5.5,23.1,,,
980,Sat,3/14/2015,9:00:00 PM,7:00:00 PM,DET,UTA,FSD,150,1,2,19,21,ROOT,150,3.55,7.4,31.8,,,
981,Sat,3/14/2015,10:30:00 PM,7:30:00 PM,NYK,GSW,MSG,135,0.9,2,67,92,CSN-BA,135,3.9,8,96,130,,
982,Sun,3/15/2015,1:00:00 PM,12:00:00 PM,CHI,OKC,,,,,,,,,,,,,ABC,
983,Sun,3/15/2015,3:30:00 PM,12:30:00 PM,HOU,LAC,,,,,,,,,,,,,ABC,
984,Sun,3/15/2015,6:00:00 PM,5:00:00 PM,DEN,NOP,ASE,180,1.1,2,18,20,FSNO,150,2.46,4,15.7,,,
985,Sun,3/15/2015,6:00:00 PM,6:00:00 PM,CLE,ORL,FSO,150,11.8,19,174,236,FSFL,150,0.9,2,13,18,,
986,Sun,3/15/2015,7:00:00 PM,6:00:00 PM,MIN,SAS,FSNN-MIN,150,0.6,1,10,12,FSSW-SA,135,8.6,15,78,,,
987,Sun,3/15/2015,7:00:00 PM,7:00:00 PM,POR,TOR,CSN-POR,150,4.8,10,55,87,,,,,,,,
988,Sun,3/15/2015,9:00:00 PM,6:00:00 PM,NYK,PHX,MSG,150,0.8,1,59,67,FSA,150,2,4,37,53,NBA TV,
989,Sun,3/15/2015,9:30:00 PM,6:30:00 PM,ATL,LAL,SSO-ATL,150,2.4,4,55,79,TWC SN/TWC D,150,1.4,3,75,97,,
990,Mon,3/16/2015,7:00:00 PM,7:00:00 PM,TOR,IND,,,,,,,FSI,150,3,5,33,,,
991,Mon,3/16/2015,7:00:00 PM,7:00:00 PM,POR,WAS,CSN-POR,150,2.7,7,32,39,CSN-W,150,1.2,2,29,36,,
992,Mon,3/16/2015,7:30:00 PM,7:30:00 PM,PHI,BOS,CSN-P,135,0.4,1,12,15,CSN-NE,150,2.5,4,59,86,,
993,Mon,3/16/2015,8:00:00 PM,7:00:00 PM,DEN,MEM,ASE,150,1.1,2,17,22,SSO-MEM,165,4.354545455,6.090909091,28.63636364,,,
994,Mon,3/16/2015,8:00:00 PM,7:00:00 PM,BRK,MIN,YES,135,0.2,0,17,19,FSNN-MIN,135,1,2,17,27,,
995,Mon,3/16/2015,8:00:00 PM,8:00:00 PM,CLE,MIA,FSO,150,6.6,9,97,125,SunSpM,165,6.5,10,107,145,ESPN,
996,Mon,3/16/2015,8:30:00 PM,7:30:00 PM,OKC,DAL,FSOK,195,8.869230769,14,62.46153846,,FSSW-DAL,165,3.6,5,93,118,,
997,Mon,3/16/2015,9:00:00 PM,7:00:00 PM,CHA,UTA,SSO-CHA,150,0.53,1,5.9,7,ROOT,150,4.21,7.7,37.9,,,
998,Mon,3/16/2015,10:00:00 PM,7:00:00 PM,ATL,SAC,SPSO,165,2.1,4,50,56,CSN-S,150,2.3,4,31,51,,
999,Mon,3/16/2015,10:30:00 PM,7:30:00 PM,LAL,GSW,TWC SN/TWC D,150,0.9,2,52,69,CSN-BA,150,3.9,7,97,150,ESPN,
1000,Tue,3/17/2015,7:30:00 PM,7:30:00 PM,MEM,DET,SSO-MEM,150,3.44,5.2,22.5,,FSD,150,1.8,3,34,37,,
1001,Tue,3/17/2015,7:30:00 PM,7:30:00 PM,SAS,NYK,FSSW-SA,180,9.4,15,86,,MSG,180,0.9,1,69,79,,
1002,Tue,3/17/2015,8:00:00 PM,7:00:00 PM,ORL,HOU,FSFL,150,1.2,2,18,26,ROOT,150,1.8,3,41,74,,
1003,Tue,3/17/2015,8:00:00 PM,7:00:00 PM,MIL,NOP,FSNWI,150,1.9,3,17,,FSNO,150,1.93,2.7,12.4,,,
1004,Tue,3/17/2015,10:30:00 PM,7:30:00 PM,CHA,LAC,SSO-CHA,165,0.5,1.363636364,5.727272727,6.272727273,FSNP,165,1,2,55,75,,
1005,Wed,3/18/2015,7:00:00 PM,7:00:00 PM,BRK,CLE,YES,135,0.5,1,40,38,FSO,135,7.5,12,110,148,,
1006,Wed,3/18/2015,7:00:00 PM,7:00:00 PM,DET,PHI,FSD,150,0.9,1,17,17,CSN-P,150,0.6,1,17,17,,
1007,Wed,3/18/2015,7:30:00 PM,7:30:00 PM,POR,MIA,CSN-POR,150,4.2,10,48,67,SunSpM,165,5.6,9,91,127,,
1008,Wed,3/18/2015,7:30:00 PM,7:30:00 PM,MIN,TOR,FSNN-MIN,150,1.1,2,18,25,,,,,,,,
1009,Wed,3/18/2015,8:00:00 PM,7:00:00 PM,IND,CHI,FSI,150,4,7,43,,CSN-C,150,4.2,7,147,193,ESPN,
1010,Wed,3/18/2015,8:00:00 PM,7:00:00 PM,SAS,MIL,FSSW-SA,150,7.1,12,65,,FSNWI,150,1.3,2,11,,,
1011,Wed,3/18/2015,8:00:00 PM,7:00:00 PM,BOS,OKC,CSN-NE,165,2.9,5,70,121,FSOK,165,10.38181818,16.54545455,73.09090909,,,
1012,Wed,3/18/2015,8:30:00 PM,7:30:00 PM,ORL,DAL,FSFL,165,0.4,1,6,8,FSSW-DAL,150,2.1,3,54,63,,
1013,Wed,3/18/2015,10:00:00 PM,7:00:00 PM,LAC,SAC,FSNP,150,0.8,1,46,65,CSN-S,150,1.6,2,21,33,,
1014,Wed,3/18/2015,10:30:00 PM,7:30:00 PM,ATL,GSW,SSO-ATL,150,1.8,4,43,50,CSN-BA,150,4.9,8,122,192,,
1015,Wed,3/18/2015,10:30:00 PM,8:30:00 PM,WAS,UTA,CSN-W,150,0.7,2,16,17,ROOT,165,3.863636364,8.181818182,34.54545455,,ESPN,
1016,Thu,3/19/2015,7:30:00 PM,7:30:00 PM,MIN,NYK,FSNN-MIN+,,,,,,MSG,165,0.4,1,30,47,,
1017,Thu,3/19/2015,8:00:00 PM,7:00:00 PM,DEN,HOU,ASE,150,0.4,1,6,9,ROOT,165,2.2,4,51,61,,
1018,Thu,3/19/2015,10:00:00 PM,7:00:00 PM,NOP,PHX,FSNO,150,1.3,2.1,8.4,,FSA,135,1.5,2,28,40,,
1019,Thu,3/19/2015,10:30:00 PM,7:30:00 PM,UTA,LAL,ROOT,150,4.01,9,36,,TWC SN/TWC D,150,1,2,53,68,,
1020,Fri,3/20/2015,7:00:00 PM,7:00:00 PM,POR,ORL,CSN-POR,150,2.3,5,27,34,FSFL,150,0.8,1,12,19,,
1021,Fri,3/20/2015,7:00:00 PM,7:00:00 PM,NYK,PHI,MSG,150,0.4,1,31,43,CSN-P,150,0.4,1,10,13,,
1022,Fri,3/20/2015,7:30:00 PM,7:30:00 PM,MIL,BRK,FSNWI,195,1.5,3,14,,YES,195,0.3,1,25,32,,
1023,Fri,3/20/2015,7:30:00 PM,7:30:00 PM,IND,CLE,FSI,135,1.9,3,21,,FSO,135,8.7,14,128,190,,
1024,Fri,3/20/2015,7:30:00 PM,7:30:00 PM,DEN,MIA,ASE2,,,,,,SunSpM,165,5.8,11,95,133,,
1025,Fri,3/20/2015,8:00:00 PM,7:00:00 PM,TOR,CHI,,,,,,,WGN,150,6.9,12,239,332,,
1026,Fri,3/20/2015,8:00:00 PM,7:00:00 PM,ATL,OKC,SSO-ATL,135,2.4,4,56,67,FSOK,150,6.14,10.3,43.1,,,
1027,Fri,3/20/2015,8:30:00 PM,7:30:00 PM,MEM,DAL,SSO-MEM,195,2.841666667,4.583333333,18.58333333,,FSSW-DAL,165,2.4,4,63,88,,
1028,Fri,3/20/2015,8:30:00 PM,7:30:00 PM,BOS,SAS,CSN-NE,135,1.2,2,30,47,FSSW-SA,135,7.6,13,70,,,
1029,Fri,3/20/2015,10:00:00 PM,7:00:00 PM,CHA,SAC,SSO-CHA,150,0.28,0.4,3.1,4,CSN-S,150,1.9,3,25,38,,
1030,Fri,3/20/2015,10:30:00 PM,7:30:00 PM,NOP,GSW,FSNO,150,0.61,1.25,3.8,,CSN-BA,150,3.2,6,80,129,,
1031,Fri,3/20/2015,10:30:00 PM,7:30:00 PM,WAS,LAC,CSN-W,150,1,2,24,30,FSNP,150,0.7,1,38,63,,
1032,Sat,3/21/2015,7:00:00 PM,7:00:00 PM,BRK,IND,YES,150,0.4,1,32,29,FSI,150,1,2,11,,,
1033,Sat,3/21/2015,7:30:00 PM,7:30:00 PM,CHI,DET,WGN,135,4.7,9,164,211,FSD,135,1.1,2,19,17,,
1034,Sat,3/21/2015,8:00:00 PM,7:00:00 PM,PHX,HOU,FSA,135,1.1,2,20,18,ROOT,150,1.8,3,41,81,,
1035,Sat,3/21/2015,8:00:00 PM,7:00:00 PM,POR,MEM,CSN-POR,150,1.5,3,17,26,SSO-MEM,150,3.12,5.1,20.3,,,
1036,Sat,3/21/2015,10:30:00 PM,7:30:00 PM,UTA,GSW,ROOT,150,2.54,5.4,22.7,,CSN-BA,135,4,8,100,159,,
1037,Sun,3/22/2015,3:00:00 PM,2:00:00 PM,CLE,MIL,FSO,135,8.6,16,126,191,FSNWI,135,1.8,4,16,,,
1038,Sun,3/22/2015,3:00:00 PM,2:00:00 PM,MIA,OKC,SunSpM,150,4.7,10,77,114,FSOK,150,6.8,13.1,47.8,,,
1039,Sun,3/22/2015,3:00:00 PM,3:00:00 PM,SAS,ATL,FSSW-SA,135,8.3,17,76,,SSO-ATL,135,1.6,3,37,,,
1040,Sun,3/22/2015,3:30:00 PM,12:30:00 PM,NOP,LAC,FSNO,150,1.55,2.9,10.1,,FSNP,150,0.9,2,48,61,,
1041,Sun,3/22/2015,4:00:00 PM,4:00:00 PM,NYK,TOR,MSG,150,0.3,1,24,45,,,,,,,,
1042,Sun,3/22/2015,6:00:00 PM,3:00:00 PM,WAS,SAC,CSN-W,150,0.7,1,16,19,CSN-S,135,1.5,3,21,36,,
1043,Sun,3/22/2015,6:00:00 PM,6:00:00 PM,DET,BOS,FSD,165,0.9,2,17,19,CSN-NE,165,2.1,4,51,91,,
1044,Sun,3/22/2015,6:00:00 PM,6:00:00 PM,DEN,ORL,ASE,150,0.3,1,5,8,FSFL,150,0.7,1,10,12,,
1045,Sun,3/22/2015,7:00:00 PM,6:00:00 PM,CHA,MIN,SSO-CHA,,,,,,FSNN-MIN,135,0.7,1,12,12,,
1046,Sun,3/22/2015,9:00:00 PM,6:00:00 PM,DAL,PHX,FSSW-DAL,165,2.4,4,63,82,FSA,165,2,3,37,45,,
1047,Sun,3/22/2015,9:30:00 PM,6:30:00 PM,PHI,LAL,CSN-P,150,0.3,1,10,10,TWC SN/TWC D,150,1,2,55,66,,
1048,Mon,3/23/2015,7:00:00 PM,7:00:00 PM,HOU,IND,ROOT,165,2.3,4,52,72,FSI,165,2.5,4,27,,,
1049,Mon,3/23/2015,7:30:00 PM,7:30:00 PM,BOS,BRK,CSN-NE,135,2.6,4,62,82,YES,135,0.4,1,31,33,NBA TV,
1050,Mon,3/23/2015,7:30:00 PM,7:30:00 PM,MEM,NYK,SSO-MEM,150,3.59,5.3,23.5,,MSG,150,0.7,1,51,52,,
1051,Mon,3/23/2015,8:00:00 PM,7:00:00 PM,CHA,CHI,SSO-CHA,150,0.6,0.9,6.9,9.1,WGN,150,5.8,9,203,297,,
1052,Mon,3/23/2015,9:00:00 PM,7:00:00 PM,MIN,UTA,,,,,,,ROOT,180,4.808333333,8.833333333,42.91666667,,,
1053,Mon,3/23/2015,10:30:00 PM,7:30:00 PM,WAS,GSW,CSN-W,135,1.4,4,33,33,CSN-BA,135,5.3,9,131,187,,
1054,Tue,3/24/2015,7:30:00 PM,7:30:00 PM,TOR,DET,,,,,,,FSD+,165,1,2,19,21,,
1055,Tue,3/24/2015,8:00:00 PM,7:00:00 PM,MIA,MIL,SunSpM,165,6.5,11,107,161,FSNWI,150,1.3,2,12,,,
1056,Tue,3/24/2015,8:00:00 PM,7:00:00 PM,LAL,OKC,TWC SN/TWC D,135,1,2,53,77,FSS,150,8.38,13.4,59.1,,TNT,
1057,Tue,3/24/2015,8:30:00 PM,7:30:00 PM,SAS,DAL,FSSW-SA,165,11.1,17,101,,FSSW-DAL,,,,,,,
1058,Tue,3/24/2015,10:00:00 PM,7:00:00 PM,PHI,SAC,CSN-P,165,0.2,0,6,8,CSN-S,165,1.7,3,23,37,,
1059,Tue,3/24/2015,10:30:00 PM,7:30:00 PM,GSW,POR,CSN-BA,150,4.5,8,111,147,,,,,,,TNT,
1060,Wed,3/25/2015,7:00:00 PM,7:00:00 PM,BRK,CHA,YES,150,0.3,1,25,27,SSO-CHA,150,0.65,1.2,7.8,8.4,,
1061,Wed,3/25/2015,7:00:00 PM,7:00:00 PM,LAC,NYK,FSNP,150,0.4,1,20,39,MSG,150,0.5,1,38,45,ESPN,
1062,Wed,3/25/2015,7:00:00 PM,7:00:00 PM,ATL,ORL,SSO-ATL,150,2.1,3,48,53,FSFL,150,0.7,1,11,18,,
1063,Wed,3/25/2015,7:00:00 PM,7:00:00 PM,IND,WAS,FSI,165,2.4,4,26,,CSN-W,165,1.6,3,39,43,,
1064,Wed,3/25/2015,7:30:00 PM,7:30:00 PM,MIA,BOS,SunSpM,180,5.6,9,91,130,CSN-NE,165,2.7,5,66,93,,
1065,Wed,3/25/2015,7:30:00 PM,7:30:00 PM,CHI,TOR,CSN-C,150,3.2,6,111,152,,,,,,,,
1066,Wed,3/25/2015,8:00:00 PM,7:00:00 PM,CLE,MEM,FSO,135,12.1,17,178,259,SSO-MEM,135,5.433333333,8,35.55555556,,,
1067,Wed,3/25/2015,8:00:00 PM,7:00:00 PM,LAL,MIN,TWC SN/TWC D,165,1,2,57,71,FSNN-MIN,165,1.6,3,27,37,,
1068,Wed,3/25/2015,8:00:00 PM,7:00:00 PM,HOU,NOP,ROOT,150,2.7,5,63,100,FSNO,150,1.26,2,8.1,,,
1069,Wed,3/25/2015,9:00:00 PM,7:00:00 PM,PHI,DEN,TCN-P,150,0.4,1,13,11,ASE,150,1.1,2,17,21,,
1070,Wed,3/25/2015,9:00:00 PM,7:00:00 PM,POR,UTA,CSN-POR,150,3.7,7,43,63,ROOT,150,4.56,9.1,41.2,,,
1071,Wed,3/25/2015,9:30:00 PM,8:30:00 PM,OKC,SAS,FSOK,135,5.422222222,8.222222222,38.11111111,,FSSW-SA,135,6.7,11,61,,ESPN,
1072,Wed,3/25/2015,10:00:00 PM,7:00:00 PM,SAC,PHX,CSN-S,150,1.8,3,25,40,FSA,150,2.2,4,40,66,,
1073,Thu,3/26/2015,8:00:00 PM,7:00:00 PM,IND,MIL,FSI,165,2.1,3,23,,FSNWI,165,0.8,1,7,,,
1074,Fri,3/27/2015,7:00:00 PM,7:00:00 PM,DET,ORL,FSD,150,0.9,2,17,20,FSFL,150,0.9,1,13,19,,
1075,Fri,3/27/2015,7:00:00 PM,7:00:00 PM,LAC,PHI,FSNP,150,0.4,1,24,31,CSN-P,150,0.4,1,13,16,,
1076,Fri,3/27/2015,7:00:00 PM,7:00:00 PM,CHA,WAS,SSO-CHA,150,0.47,1,5.6,6.4,CSN-W,150,0.7,1,18,21,,
1077,Fri,3/27/2015,7:30:00 PM,7:30:00 PM,MIA,ATL,SunSpM,150,4,7,65,81,SSO-ATL,150,2.5,4,59,76,,
1078,Fri,3/27/2015,7:30:00 PM,7:30:00 PM,CLE,BRK,FSO,150,9.1,15,134,204,YES,150,0.5,1,39,40,,
1079,Fri,3/27/2015,7:30:00 PM,7:30:00 PM,BOS,NYK,CSN-NE,165,2.1,4,50,64,MSG,165,0.3,1,26,31,,
1080,Fri,3/27/2015,7:30:00 PM,7:30:00 PM,LAL,TOR,TWC SN/TWC D,150,0.4,1,22,30,,,,,,,,
1081,Fri,3/27/2015,8:00:00 PM,7:00:00 PM,MIN,HOU,FSNN-MIN,150,0.5,1,8,9,ROOT,150,1.7,3,40,57,,
1082,Fri,3/27/2015,8:00:00 PM,7:00:00 PM,GSW,MEM,CSN-BA,135,2.8,7,68,85,SSO-MEM,150,2.96,4.8,19.3,,,
1083,Fri,3/27/2015,8:00:00 PM,7:00:00 PM,SAC,NOP,CSN-S,135,0.3,1,3,3,FSNO,135,0.96,1.6,6.1,,,
1084,Fri,3/27/2015,8:30:00 PM,7:30:00 PM,DAL,SAS,FSSW-DAL,150,2.6,5,67,84,FSSW-SA,135,9.2,17,84,,,
1085,Fri,3/27/2015,9:00:00 PM,7:00:00 PM,UTA,DEN,ROOT,135,1.144444444,2.333333333,10.33333333,,ASE,150,0.4,1,6,9,,
1086,Fri,3/27/2015,10:00:00 PM,7:00:00 PM,POR,PHX,CSN-POR,150,4.1,8,47,78,FSA,150,1.2,2,23,31,,
1087,Sat,3/28/2015,7:00:00 PM,7:00:00 PM,ATL,CHA,SSO-ATL,135,1.5,3,35,46,SSO-CHA,,,,,,,
1088,Sat,3/28/2015,8:00:00 PM,7:00:00 PM,NYK,CHI,MSG,135,0.4,1,28,34,WGN,135,4.4,8,153,248,,
1089,Sat,3/28/2015,8:30:00 PM,7:30:00 PM,GSW,MIL,CSN-BA,150,3,7,75,108,FSNWI,150,1.3,2,11,,,
1090,Sat,3/28/2015,9:00:00 PM,7:00:00 PM,OKC,UTA,FSOK,165,7.736363636,13.27272727,54.36363636,,ROOT,150,2.263636364,4.818181818,20.18181818,,,
1091,Sat,3/28/2015,10:00:00 PM,7:00:00 PM,DEN,POR,ASE,150,0.5,1,8,10,KGW,180,7,13,80,109,NBA TV,
1092,Sun,3/29/2015,1:00:00 PM,1:00:00 PM,PHI,CLE,CSN-P,135,0.5,1,13,20,FSO,135,9,16,133,198,,
1093,Sun,3/29/2015,3:30:00 PM,3:30:00 PM,LAL,BRK,TWC SN/TWC D,150,0.2,1,14,18,YES,135,0.5,1,38,39,,
1094,Sun,3/29/2015,4:00:00 PM,3:00:00 PM,MIN,NOP,FSNN-MIN,135,0.3,1,5,5,FSNO,135,0.622222222,1.111111111,4.111111111,,,
1095,Sun,3/29/2015,6:00:00 PM,6:00:00 PM,LAC,BOS,FSNP,165,0.7,2,37,53,CSN-NE,165,1.5,3,37,60,,
1096,Sun,3/29/2015,6:00:00 PM,6:00:00 PM,DET,MIA,FSD,165,1,2,18,20,SunSpM,165,4.9,9,79,101,,
1097,Sun,3/29/2015,6:00:00 PM,6:00:00 PM,HOU,WAS,ROOT,,,,,,CSN-W,,,,,,,
1098,Sun,3/29/2015,7:00:00 PM,6:00:00 PM,MEM,SAS,SSO-MEM,150,3.22,4.9,21.1,,FSSW-SA,135,11.1,18,101,,,
1099,Sun,3/29/2015,7:00:00 PM,7:00:00 PM,DAL,IND,FSSW-DAL,150,2.1,4,55,77,FSI,150,2,3,22,,,
1100,Sun,3/29/2015,9:00:00 PM,6:00:00 PM,OKC,PHX,FSOK,150,8.24,12.8,57.9,,FSA,150,2.2,4,40,57,NBA TV,
1101,Mon,3/30/2015,7:00:00 PM,7:00:00 PM,BOS,CHA,CSN-NE,150,2,3,47,63,SSO-CHA,150,0.52,1,6,6.2,,
1102,Mon,3/30/2015,7:00:00 PM,7:00:00 PM,LAL,PHI,TWC SN/TWC D,165,0.7,2,39,46,CSN-P,165,0.9,1,25,32,,
1103,Mon,3/30/2015,7:30:00 PM,7:30:00 PM,MIL,ATL,FSNWI,150,0.8,1,7,,SSO-ATL,150,1.8,3,42,56,,
1104,Mon,3/30/2015,7:30:00 PM,7:30:00 PM,HOU,TOR,ROOT,165,2.4,4,56,87,,,,,,,NBA TV,
1105,Mon,3/30/2015,8:00:00 PM,7:00:00 PM,SAC,MEM,CSN-S,150,1.6,3,21,29,SSO-MEM,150,3.46,4.8,22.6,,,
1106,Mon,3/30/2015,8:00:00 PM,7:00:00 PM,UTA,MIN,ROOT,150,2.31,4.8,20.7,,FSNN-MIN,150,0.5,1,9,10,,
1107,Mon,3/30/2015,10:00:00 PM,7:00:00 PM,PHX,POR,FSA,135,1.7,3,32,52,CSN-POR,150,4.6,8,53,69,NBA TV,
1108,Tue,3/31/2015,7:30:00 PM,7:30:00 PM,IND,BRK,FSI,150,3.3,6,36,,YES,150,0.5,1,35,45,,
1109,Tue,3/31/2015,7:30:00 PM,7:30:00 PM,ATL,DET,SSO-ATL,135,2.4,4,56,58,FSD+,135,1,1,19,22,,
1110,Tue,3/31/2015,8:00:00 PM,8:00:00 PM,SAS,MIA,FSS,165,7.3,12,66,,,,,,,,TNT,
1111,Tue,3/31/2015,10:30:00 PM,7:30:00 PM,GSW,LAC,,,,,,,,,,,,,TNT,
1112,Wed,4/1/2015,7:00:00 PM,7:00:00 PM,DET,CHA,FSD,150,0.7,1,12,11,SSO-CHA,150,0.65,1.2,7.4,8.3,,
1113,Wed,4/1/2015,7:00:00 PM,7:00:00 PM,SAS,ORL,FSSW-SA,135,7,13,64,,FSFL,135,0.8,1,11,16,,
1114,Wed,4/1/2015,7:00:00 PM,7:00:00 PM,PHI,WAS,CSN-P,150,0.5,1,16,18,CSN-W,135,0.7,1,17,22,,
1115,Wed,4/1/2015,7:30:00 PM,7:30:00 PM,IND,BOS,FSI,135,2.1,4,23,,CSN-NE,135,3.3,5,79,87,,
1116,Wed,4/1/2015,7:30:00 PM,7:30:00 PM,BRK,NYK,YES,150,0.6,1,43,56,MSG,150,0.7,1,52,74,NBA TV,
1117,Wed,4/1/2015,8:00:00 PM,7:00:00 PM,SAC,HOU,CSN-S,150,1.5,3,20,31,ROOT,150,3.1,5,72,109,,
1118,Wed,4/1/2015,8:00:00 PM,7:00:00 PM,CHI,MIL,CSN-C,165,5.4,9,187,283,FSNWI,165,2,4,18,,,
1119,Wed,4/1/2015,8:00:00 PM,7:00:00 PM,TOR,MIN,,,,,,,FSNN-MIN,150,0.7,1,12,16,,
1120,Wed,4/1/2015,8:00:00 PM,7:00:00 PM,DAL,OKC,FSSW-DAL,150,3,5,77,100,FSOK,150,10,14.9,70.6,,,
1121,Wed,4/1/2015,9:00:00 PM,7:00:00 PM,DEN,UTA,ASE,150,0.9,2,15,19,ROOT,150,5.03,9.5,45.2,,,
1122,Wed,4/1/2015,10:00:00 PM,7:00:00 PM,LAC,POR,FSNP,165,0.5,1,75,75,KGW,165,9.4,16,109,170,NBA TV,
1123,Wed,4/1/2015,10:30:00 PM,7:30:00 PM,NOP,LAL,FSNO,135,2.366666667,4.333333333,15.44444444,,TWC SN/TWC D,150,0.6,1,36,41,,
1124,Thu,4/2/2015,8:00:00 PM,8:00:00 PM,MIA,CLE,,,,,,,,,,,,,TNT,
1125,Thu,4/2/2015,8:30:00 PM,7:30:00 PM,HOU,DAL,ROOT,150,2.9,5,67,111,FSSW-DAL,150,2.8,5,73,96,,
1126,Thu,4/2/2015,10:30:00 PM,7:30:00 PM,PHX,GSW,,,,,,,CSN-BA,150,3.2,6,78,110,TNT,
1127,Fri,4/3/2015,7:00:00 PM,7:00:00 PM,CHA,IND,SSO-CHA,150,0.55,1.2,6.3,7.3,FSI,135,2.4,5,26,,,
1128,Fri,4/3/2015,7:00:00 PM,7:00:00 PM,NYK,WAS,MSG,135,0.2,0,13,14,CSN-W,135,1.2,3,30,33,,
1129,Fri,4/3/2015,7:30:00 PM,7:30:00 PM,MIL,BOS,FSNWI,150,1.2,2,11,,CSN-NE,150,2.9,5,70,102,,
1130,Fri,4/3/2015,7:30:00 PM,7:30:00 PM,TOR,BRK,,,,,,,,165,0.7,1,55,57,,
1131,Fri,4/3/2015,8:00:00 PM,7:00:00 PM,DET,CHI,FSD,150,1.6,3,29,33,WGN,150,6.5,12,227,331,ESPN,
1132,Fri,4/3/2015,8:00:00 PM,7:00:00 PM,OKC,MEM,FSOK,165,6.354545455,10.18181818,44.90909091,,SSO-MEM,,,,,,,
1133,Fri,4/3/2015,8:00:00 PM,7:00:00 PM,ORL,MIN,FSFL,150,0.7,1,10,13,FSNN-MIN,150,0.6,1,10,15,,
1134,Fri,4/3/2015,8:30:00 PM,7:30:00 PM,DEN,SAS,ASE2,150,0.32,0.7,5.1,8.7,KENS,150,12.5,23,114,,,
1135,Fri,4/3/2015,10:00:00 PM,7:00:00 PM,NOP,SAC,FSNO,150,2.02,3.5,13,,CSN-S,150,2.3,4,31,44,,
1136,Fri,4/3/2015,10:30:00 PM,7:30:00 PM,POR,LAL,CSN-POR,150,3.6,7,42,62,TWC SN/TWC D,135,0.6,1,32,46,ESPN,
1137,Sat,4/4/2015,7:00:00 PM,7:00:00 PM,PHI,CHA,CSN-P,150,0.4,1,12,14,SSO-CHA,150,0.55,1,6.5,7.9,,
1138,Sat,4/4/2015,7:30:00 PM,7:30:00 PM,BRK,ATL,YES,135,0.4,1,27,28,SSO-ATL,135,1.2,2,29,35,,
1139,Sat,4/4/2015,7:30:00 PM,7:30:00 PM,MIA,DET,SunSpM,165,4.1,8,67,112,FSD,165,0.5,1,9,9,,
1140,Sat,4/4/2015,7:30:00 PM,7:30:00 PM,BOS,TOR,CSN-NE,180,1.7,3,42,67,,,,,,,,
1141,Sat,4/4/2015,8:00:00 PM,7:00:00 PM,WAS,MEM,CSN-W+,135,0.4,1,10,14,SSO-MEM,150,1.72,2.8,11.3,,,
1142,Sat,4/4/2015,8:30:00 PM,7:30:00 PM,GSW,DAL,CSN-BA,165,3.4,7,83,102,FSSW-DAL,180,1.5,3,40,64,,
1143,Sat,4/4/2015,8:30:00 PM,7:30:00 PM,ORL,MIL,FSFL,150,1,2,14,14,FSNWI,150,0.2,0,2,,,
1144,Sat,4/4/2015,9:00:00 PM,7:00:00 PM,LAC,DEN,FSNP,150,0.6,1,32,40,ASE2,150,0.28,0,3.8,3.8,,
1145,Sat,4/4/2015,10:00:00 PM,7:00:00 PM,UTA,PHX,ROOT,150,2.845454545,6.090909091,25.63636364,,FSA,150,1.1,2,20,31,,
1146,Sat,4/4/2015,10:00:00 PM,7:00:00 PM,NOP,POR,FSNO,150,0.64,1.4,4.1,,CSN-POR,150,3.3,7,38,66,,
1147,Sun,4/5/2015,1:00:00 PM,12:00:00 PM,HOU,OKC,,,,,,,,,,,,,ABC,
1148,Sun,4/5/2015,3:30:00 PM,3:30:00 PM,CHI,CLE,,,,,,,,,,,,,ABC,
1149,Sun,4/5/2015,6:00:00 PM,6:00:00 PM,MIA,IND,SunSpM,165,4.9,10,81,118,FSI,165,4.6,8,50,,,
1150,Sun,4/5/2015,7:00:00 PM,6:00:00 PM,GSW,SAS,CSN-BA,135,3.2,9,79,108,FSSW-SA,135,9.9,18,90,,NBA TV,
1151,Sun,4/5/2015,7:30:00 PM,7:30:00 PM,PHI,NYK,CSN-P,150,0.5,1,14,15,MSG,165,0.5,1,38,44,,
1152,Sun,4/5/2015,9:00:00 PM,6:00:00 PM,UTA,SAC,ROOT,150,3.06,6.2,27.7,,CSN-S,135,1.2,2,17,28,,
1153,Sun,4/5/2015,9:30:00 PM,6:30:00 PM,LAC,LAL,FSNP,135,1,2,55,83,TWC SN/TWC D,135,0.8,2,44,65,NBA TV,
1154,Mon,4/6/2015,4:00:00 PM,7:00:00 PM,POR,BRK,CSN,150,3.1,7,35,46,YES,135,0.4,1,27,33,,
1155,Tue,4/7/2015,7:30:00 PM,7:30:00 PM,PHX,ATL,FSA,135,1.3,3,24,33,SSO-ATL,135,1.5,2,35,58,,
1156,Tue,4/7/2015,7:30:00 PM,7:30:00 PM,CHA,MIA,SSO-CHA,150,0.62,1.125,7.2,8.5,SunSpM,180,4.7,8,77,95,,
