Season,Home,Away,Date,Attendance,Capacity
2015,DEN,LAL,2016-3-02,20096,19155
2015,NOP,SAS,2016-3-03,17781,16867
2015,GSW,OKC,2016-3-03,19596,19596
2015,MIA,PHX,2016-3-03,19600,19600
2015,DAL,SAC,2016-3-03,19910,19200
2015,DEN,BRK,2016-3-04,14163,19155
2015,MIL,MIN,2016-3-04,16366,18717
2015,MEM,UTA,2016-3-04,17188,18119
2015,ORL,PHX,2016-3-04,17546,18846
2015,PHI,MIA,2016-3-04,17610,20328
2015,BOS,NYK,2016-3-04,18624,18624
2015,LAL,ATL,2016-3-04,18997,18997
2015,CHA,IND,2016-3-04,19099,19077
2015,TOR,POR,2016-3-04,19800,19800
2015,CLE,WAS,2016-3-04,20562,20562
2015,MIN,BRK,2016-3-05,15987,19356
2015,NOP,UTA,2016-3-05,16680,16867
2015,SAS,SAC,2016-3-05,18418,18418
2015,LAC,ATL,2016-3-05,19236,19060
2015,NYK,DET,2016-3-05,19812,19812
2015,WAS,IND,2016-3-05,20356,20356
2015,CLE,BOS,2016-3-05,20562,20562
2015,CHI,HOU,2016-3-05,22203,20917
2015,DEN,DAL,2016-3-06,14802,19155
2015,MIL,OKC,2016-3-06,16565,18717
2015,MEM,PHX,2016-3-06,17291,18119
2015,DET,POR,2016-3-06,18386,19971
2015,LAL,GSW,2016-3-06,18997,18997
2015,TOR,HOU,2016-3-06,19800,19800
2015,MIA,PHI,2016-3-06,19820,19600
2015,CHA,MIN,2016-3-07,15912,19077
2015,NOP,SAC,2016-3-07,16403,16867
2015,IND,SAS,2016-3-07,16742,18165
2015,GSW,ORL,2016-3-07,19596,19596
2015,DAL,LAC,2016-3-07,20002,19200
2015,CLE,MEM,2016-3-07,20562,20562
2015,CHI,MIL,2016-3-07,21672,20917
2015,DEN,NYK,2016-3-08,13305,19155
2015,MIN,SAS,2016-3-08,14093,19356
2015,LAL,ORL,2016-3-08,18997,18997
2015,UTA,ATL,2016-3-08,19282,19911
2015,POR,WAS,2016-3-08,19393,19393
2015,TOR,BRK,2016-3-08,19800,19800
2015,MIL,MIA,2016-3-09,15005,18717
2015,PHI,HOU,2016-3-09,15237,20328
2015,CHA,NOP,2016-3-09,16335,19077
2015,PHX,NYK,2016-3-09,17105,18055
2015,SAC,CLE,2016-3-09,17317,17317
2015,BOS,MEM,2016-3-09,17790,18624
2015,OKC,LAC,2016-3-09,18203,18203
2015,GSW,UTA,2016-3-09,19596,19596
2015,DAL,DET,2016-3-09,20249,19200
2015,DEN,PHX,2016-3-10,11582,19155
2015,SAS,CHI,2016-3-10,18418,18418
2015,LAL,CLE,2016-3-10,18997,18997
2015,TOR,ATL,2016-3-10,19800,19800
2015,PHI,BRK,2016-3-11,14128,20328
2015,SAC,ORL,2016-3-11,17081,17317
2015,MEM,NOP,2016-3-11,18119,18119
2015,CHA,DET,2016-3-11,18189,19077
2015,OKC,MIN,2016-3-11,18203,18203
2015,BOS,HOU,2016-3-11,18624,18624
2015,LAC,NYK,2016-3-11,19175,19060
2015,GSW,POR,2016-3-11,19596,19596
2015,UTA,WAS,2016-3-11,19911,19911
2015,CHI,MIA,2016-3-11,22067,20917
2015,DEN,WAS,2016-3-12,13213,19155
2015,PHI,DET,2016-3-12,16087,20328
2015,MIL,NOP,2016-3-12,16518,18717
2015,ATL,MEM,2016-3-12,17515,18047
2015,SAS,OKC,2016-3-12,18418,18418
2015,CHA,HOU,2016-3-12,19303,19077
2015,POR,ORL,2016-3-12,19452,19393
2015,GSW,PHX,2016-3-12,19596,19596
2015,TOR,MIA,2016-3-12,19800,19800
2015,DAL,IND,2016-3-12,20459,19200
2015,BRK,MIL,2016-3-13,15241,17732
2015,SAC,UTA,2016-3-13,17023,17317
2015,ATL,IND,2016-3-13,17066,18047
2015,LAL,NYK,2016-3-13,18997,18997
2015,LAC,CLE,2016-3-13,19342,19060
2015,CHA,DAL,2016-3-14,15686,19077
2015,PHX,MIN,2016-3-14,17480,18055
2015,WAS,DET,2016-3-14,18042,20356
2015,OKC,POR,2016-3-14,18203,18203
2015,HOU,MEM,2016-3-14,18226,18055
2015,GSW,NOP,2016-3-14,19596,19596
2015,MIA,DEN,2016-3-14,19744,19600
2015,TOR,CHI,2016-3-14,19800,19800
2015,UTA,CLE,2016-3-14,19911,19911
2015,MIL,TOR,2016-3-15,13522,18717
2015,BRK,PHI,2016-3-15,14560,17732
2015,ORL,DEN,2016-3-15,16988,18846
2015,IND,BOS,2016-3-15,17118,18165
2015,SAS,LAC,2016-3-15,18418,18418
2015,LAL,SAC,2016-3-15,18997,18997
2015,DET,ATL,2016-3-16,14121,19971
2015,CHA,ORL,2016-3-16,16148,19077
2015,MEM,MIN,2016-3-16,16588,18119
2015,SAC,NOP,2016-3-16,17086,17317
2015,HOU,LAC,2016-3-16,18304,18055
2015,BOS,OKC,2016-3-16,18624,18624
2015,WAS,CHI,2016-3-16,19556,20356
2015,GSW,NYK,2016-3-16,19596,19596
2015,CLE,DAL,2016-3-16,20562,20562
2015,PHI,WAS,2016-3-17,10521,20328
2015,MIL,MEM,2016-3-17,11740,18717
2015,ATL,DEN,2016-3-17,14383,18047
2015,IND,TOR,2016-3-17,15104,18165
2015,SAS,POR,2016-3-17,18418,18418
2015,UTA,PHX,2016-3-17,18784,19911
2015,MIA,CHA,2016-3-17,19848,19600
2015,CHI,BRK,2016-3-17,21513,20917
2015,DET,SAC,2016-3-18,15982,19971
2015,NOP,POR,2016-3-18,17263,16867
2015,ORL,CLE,2016-3-18,18046,18846
2015,HOU,MIN,2016-3-18,18142,18055
2015,LAL,PHX,2016-3-18,18997,18997
2015,TOR,BOS,2016-3-18,19800,19800
2015,PHI,OKC,2016-3-18,20388,20328
2015,DAL,GSW,2016-3-18,20515,19200
2015,DET,BRK,2016-3-19,17559,19971
2015,ATL,HOU,2016-3-19,18067,18047
2015,MEM,LAC,2016-3-19,18119,18119
2015,IND,OKC,2016-3-19,18165,18165
2015,SAS,GSW,2016-3-19,18825,18418
2015,CHA,DEN,2016-3-19,19271,19077
2015,MIA,CLE,2016-3-19,19737,19600
2015,WAS,NYK,2016-3-19,20356,20356
2015,CHI,UTA,2016-3-19,21856,20917
2015,MIL,UTA,2016-3-20,14124,18717
2015,PHI,BOS,2016-3-20,15103,20328
2015,NOP,LAC,2016-3-20,17407,16867
2015,TOR,ORL,2016-3-20,19800,19800
2015,NYK,SAC,2016-3-20,19812,19812
2015,DAL,POR,2016-3-20,20351,19200
2015,DET,MIL,2016-3-21,13577,19971
2015,ATL,WAS,2016-3-21,15729,18047
2015,PHX,MEM,2016-3-21,15868,18055
2015,IND,PHI,2016-3-21,16155,18165
2015,CHA,SAS,2016-3-21,18260,19077
2015,BOS,ORL,2016-3-21,18624,18624
2015,MIN,GSW,2016-3-21,19452,19356
2015,CLE,DEN,2016-3-21,20562,20562
2015,CHI,SAC,2016-3-21,21531,20917
2015,BRK,CHA,2016-3-22,15739,17732
2015,NOP,MIA,2016-3-22,16867,16867
2015,OKC,HOU,2016-3-22,18203,18203
2015,LAL,MEM,2016-3-22,18997,18997
2015,DEN,PHI,2016-3-23,10684,19155
2015,MIN,SAC,2016-3-23,12151,19356
2015,DET,ORL,2016-3-23,16609,19971
2015,HOU,UTA,2016-3-23,18151,18055
2015,PHX,LAL,2016-3-23,18191,18055
2015,SAS,MIA,2016-3-23,18418,18418
2015,BOS,TOR,2016-3-23,18624,18624
2015,WAS,ATL,2016-3-23,18807,20356
2015,GSW,LAC,2016-3-23,19596,19596
2015,POR,DAL,2016-3-23,19819,19393
2015,CLE,MIL,2016-3-23,20562,20562
2015,CHI,NYK,2016-3-23,21788,20917
2015,IND,NOP,2016-3-24,17517,18165
2015,BRK,CLE,2016-3-24,17732,17732
2015,OKC,UTA,2016-3-24,18203,18203
2015,LAC,POR,2016-3-24,19359,19060
2015,NYK,CHI,2016-3-24,19812,19812
2015,ATL,MIL,2016-3-25,17070,18047
2015,DET,CHA,2016-3-25,17209,19971
2015,SAC,PHX,2016-3-25,17317,17317
2015,HOU,TOR,2016-3-25,18230,18055
2015,SAS,MEM,2016-3-25,18418,18418
2015,LAL,DEN,2016-3-25,18997,18997
2015,GSW,DAL,2016-3-25,19596,19596
2015,MIA,ORL,2016-3-25,19918,19600
2015,WAS,MIN,2016-3-25,20356,20356
2015,MIN,UTA,2016-3-26,14694,19356
2015,MIL,CHA,2016-3-26,15544,18717
2015,BRK,IND,2016-3-26,16625,17732
2015,NOP,TOR,2016-3-26,17009,16867
2015,DET,ATL,2016-3-26,17857,19971
2015,PHX,BOS,2016-3-26,18055,18055
2015,OKC,SAS,2016-3-26,18203,18203
2015,ORL,CHI,2016-3-26,18846,18846
2015,POR,PHI,2016-3-26,19506,19393
2015,NYK,CLE,2016-3-26,19812,19812
2015,SAC,DAL,2016-3-27,17147,17317
2015,IND,HOU,2016-3-27,17165,18165
2015,LAL,WAS,2016-3-27,18997,18997
2015,LAC,DEN,2016-3-27,19060,19060
2015,GSW,PHI,2016-3-27,19596,19596
2015,MIN,PHX,2016-3-28,11141,19356
2015,DEN,DAL,2016-3-28,14844,19155
2015,NOP,NYK,2016-3-28,17000,16867
2015,MEM,SAS,2016-3-28,17133,18119
2015,LAC,BOS,2016-3-28,19258,19060
2015,POR,SAC,2016-3-28,19393,19393
2015,TOR,OKC,2016-3-28,19800,19800
2015,UTA,LAL,2016-3-28,19911,19911
2015,MIA,BRK,2016-3-28,20003,19600
2015,CHI,ATL,2016-3-28,21761,20917
2015,PHI,CHA,2016-3-29,14486,20328
2015,IND,CHI,2016-3-29,17050,18165
2015,ORL,BRK,2016-3-29,17536,18846
2015,DET,OKC,2016-3-29,18201,19971
2015,GSW,WAS,2016-3-29,19596,19596
2015,CLE,HOU,2016-3-29,20562,20562
2015,MIN,LAC,2016-3-30,12252,19356
2015,MIL,PHX,2016-3-30,15733,18717
2015,MEM,DEN,2016-3-30,16401,18119
2015,SAC,WAS,2016-3-30,17185,17317
2015,SAS,NOP,2016-3-30,18418,18418
2015,LAL,MIA,2016-3-30,18997,18997
2015,TOR,ATL,2016-3-30,19800,19800
2015,UTA,GSW,2016-3-30,19911,19911
2015,DAL,NYK,2016-3-30,20435,19200
2015,NOP,DEN,2016-3-31,16269,16867
2015,IND,ORL,2016-3-31,17234,18165
2015,OKC,LAC,2016-3-31,18203,18203
2015,HOU,CHI,2016-3-31,18244,18055
2015,POR,BOS,2016-3-31,19393,19393
2015,CLE,BRK,2016-3-31,20562,20562
2015,MIL,ORL,2016-4-01,16268,18717
2015,MEM,TOR,2016-4-01,17077,18119
2015,SAC,MIA,2016-4-01,17317,17317
2015,PHX,WAS,2016-4-01,17345,18055
2015,DET,DAL,2016-4-01,19031,19971
2015,CHA,PHI,2016-4-01,19244,19077
2015,ATL,CLE,2016-4-01,19427,18047
2015,GSW,BOS,2016-4-01,19596,19596
2015,NYK,BRK,2016-4-01,19812,19812
2015,UTA,MIN,2016-4-01,19911,19911
2015,DEN,SAC,2016-4-02,15607,19155
2015,SAS,TOR,2016-4-02,18418,18418
2015,PHI,IND,2016-4-02,19213,20328
2015,POR,MIA,2016-4-02,19633,19393
2015,CHI,DET,2016-4-02,22197,20917
2015,MIL,CHI,2016-4-03,15768,18717
2015,MIN,DAL,2016-4-03,16117,19356
2015,BRK,NOP,2016-4-03,16329,17732
2015,PHX,UTA,2016-4-03,17279,18055
2015,ORL,MEM,2016-4-03,17741,18846
2015,HOU,OKC,2016-4-03,18462,18055
2015,LAL,BOS,2016-4-03,18997,18997
2015,LAC,WAS,2016-4-03,19060,19060
2015,GSW,POR,2016-4-03,19596,19596
2015,NYK,IND,2016-4-03,19812,19812
2015,CLE,CHA,2016-4-03,20562,20562
2015,PHI,NOP,2016-4-05,10978,20328
2015,DEN,OKC,2016-4-05,12611,19155
2015,MIL,CLE,2016-4-05,15061,18717
2015,ATL,PHX,2016-4-05,15176,18047
2015,SAC,POR,2016-4-05,17317,17317
2015,MEM,CHI,2016-4-05,17591,18119
2015,UTA,SAS,2016-4-05,19381,19911
2015,LAC,LAL,2016-4-05,19537,19060
2015,GSW,MIN,2016-4-05,19596,19596
2015,MIA,DET,2016-4-05,19621,19600
2015,TOR,CHA,2016-4-05,19800,19800
2015,ORL,DET,2016-4-06,16553,18846
2015,WAS,BRK,2016-4-06,16846,20356
2015,IND,CLE,2016-4-06,18165,18165
2015,BOS,NOP,2016-4-06,18624,18624
2015,LAL,LAC,2016-4-06,18997,18997
2015,POR,OKC,2016-4-06,19393,19393
2015,NYK,CHA,2016-4-06,19812,19812
2015,DAL,HOU,2016-4-06,20108,19200
2015,SAC,MIN,2016-4-07,17317,17317
2015,ATL,TOR,2016-4-07,17864,18047
2015,HOU,PHX,2016-4-07,18227,18055
2015,GSW,SAS,2016-4-07,19596,19596
2015,MIA,CHI,2016-4-07,19771,19600
2015,PHI,NYK,2016-4-08,16076,20328
2015,DEN,SAS,2016-4-08,16347,19155
2015,ORL,MIA,2016-4-08,18152,18846
2015,DET,WAS,2016-4-08,18207,19971
2015,CHA,BRK,2016-4-08,18337,19077
2015,NOP,LAL,2016-4-08,18607,16867
2015,BOS,MIL,2016-4-08,18624,18624
2015,TOR,IND,2016-4-08,19800,19800
2015,UTA,LAC,2016-4-08,19911,19911
2015,DAL,MEM,2016-4-08,20211,19200
2015,NOP,PHX,2016-4-09,16932,16867
2015,SAC,OKC,2016-4-09,17317,17317
2015,MEM,GSW,2016-4-09,18119,18119
2015,ATL,BOS,2016-4-09,19257,18047
2015,POR,MIN,2016-4-09,19733,19393
2015,CHI,CLE,2016-4-09,22186,20917
2015,DEN,UTA,2016-4-10,16172,19155
2015,PHI,MIL,2016-4-10,16267,20328
2015,IND,BRK,2016-4-10,18165,18165
2015,HOU,LAL,2016-4-10,18442,18055
2015,SAS,GSW,2016-4-10,18658,18418
2015,LAC,DAL,2016-4-10,19170,19060
2015,WAS,CHA,2016-4-10,19187,20356
2015,NYK,TOR,2016-4-10,19812,19812
2015,MIA,ORL,2016-4-10,19913,19600
2015,BRK,WAS,2016-4-11,14653,17732
2015,MIN,HOU,2016-4-11,14983,19356
2015,NOP,CHI,2016-4-11,16867,16867
2015,PHX,SAC,2016-4-11,17288,18055
2015,OKC,LAL,2016-4-11,18203,18203
2015,ORL,MIL,2016-4-11,18374,18846
2015,BOS,CHA,2016-4-11,18624,18624
2015,UTA,DAL,2016-4-11,19911,19911
2015,CLE,ATL,2016-4-11,20562,20562
2015,IND,NYK,2016-4-12,17906,18165
2015,DET,MIA,2016-4-12,18575,19971
2015,SAS,OKC,2016-4-12,18765,18418
2015,LAC,MEM,2016-4-12,19147,19060
2015,TOR,PHI,2016-4-12,19800,19800
2015,MIN,NOP,2016-4-13,14889,19356
2015,BRK,TOR,2016-4-13,16517,17732
2015,MIL,IND,2016-4-13,16569,18717
2015,CHA,ORL,2016-4-13,17372,19077
2015,WAS,ATL,2016-4-13,17399,20356
2015,PHX,LAC,2016-4-13,18055,18055
2015,HOU,SAC,2016-4-13,18311,18055
2015,BOS,MIA,2016-4-13,18624,18624
2015,LAL,UTA,2016-4-13,18997,18997
2015,POR,DEN,2016-4-13,19571,19393
2015,GSW,MEM,2016-4-13,19596,19596
2015,DAL,SAS,2016-4-13,20346,19200
2015,CLE,DET,2016-4-13,20562,20562
2015,CHI,PHI,2016-4-13,21777,20917
2016,POR,UTA,2016-10-25,19446,19393
2016,GSW,SAS,2016-10-25,19596,19596
2016,CLE,NYK,2016-10-25,20562,20562
2016,NOP,DEN,2016-10-26,15869,16903
2016,IND,DAL,2016-10-26,17923,17923
2016,PHX,SAC,2016-10-26,18055,18055
2016,MEM,MIN,2016-10-26,18119,18119
2016,BOS,BRK,2016-10-26,18624,18624
2016,MIL,CHA,2016-10-26,18717,18717
2016,LAL,HOU,2016-10-26,18997,18997
2016,ORL,MIA,2016-10-26,19298,18846
2016,TOR,DET,2016-10-26,19800,19800
2016,PHI,OKC,2016-10-26,20487,20432
2016,SAC,SAS,2016-10-27,17608,17608
2016,ATL,WAS,2016-10-27,19049,18047
2016,POR,LAC,2016-10-27,19500,19393
2016,CHI,BOS,2016-10-27,21501,20917
2016,BRK,IND,2016-10-28,17732,17732
2016,OKC,PHX,2016-10-28,18203,18203
2016,NOP,GSW,2016-10-28,18217,16903
2016,DET,ORL,2016-10-28,19122,21012
2016,MIA,CHA,2016-10-28,19600,19600
2016,TOR,CLE,2016-10-28,19800,19800
2016,UTA,LAL,2016-10-28,19911,19911
2016,DAL,HOU,2016-10-28,20163,19200
2016,MIL,BRK,2016-10-29,12570,18717
2016,PHI,ATL,2016-10-29,16312,20432
2016,SAC,MIN,2016-10-29,17608,17608
2016,DEN,POR,2016-10-29,18055,19718
2016,SAS,NOP,2016-10-29,18418,18418
2016,CHA,BOS,2016-10-29,18708,19077
2016,NYK,MEM,2016-10-29,19812,19812
2016,CLE,ORL,2016-10-29,20562,20562
2016,CHI,IND,2016-10-29,21373,20917
2016,DET,MIL,2016-10-30,15161,21012
2016,MEM,WAS,2016-10-30,15573,18119
2016,PHX,GSW,2016-10-30,17011,18055
2016,HOU,DAL,2016-10-30,18055,18055
2016,OKC,LAL,2016-10-30,18203,18203
2016,LAC,UTA,2016-10-30,19060,19060
2016,MIA,SAS,2016-10-30,19678,19600
2016,ATL,SAC,2016-10-31,12501,18047
2016,BRK,CHI,2016-10-31,15842,17732
2016,LAC,PHX,2016-10-31,19060,19060
2016,TOR,DEN,2016-10-31,19800,19800
2016,PHI,ORL,2016-11-01,12529,20432
2016,DET,NYK,2016-11-01,13087,21012
2016,MIN,MEM,2016-11-01,14774,19356
2016,IND,LAL,2016-11-01,15348,17923
2016,NOP,MIL,2016-11-01,15515,16903
2016,SAS,UTA,2016-11-01,18418,18418
2016,POR,GSW,2016-11-01,19393,19393
2016,MIA,SAC,2016-11-01,19612,19600
2016,CLE,HOU,2016-11-01,20562,20562
2016,BRK,DET,2016-11-02,13650,17732
2016,ATL,LAL,2016-11-02,13800,18047
2016,CHA,PHI,2016-11-02,15275,19077
2016,MEM,NOP,2016-11-02,15881,18119
2016,PHX,POR,2016-11-02,17284,18055
2016,BOS,CHI,2016-11-02,18624,18624
2016,LAC,OKC,2016-11-02,19060,19060
2016,UTA,DAL,2016-11-02,19318,19911
2016,WAS,TOR,2016-11-02,19581,20356
2016,NYK,HOU,2016-11-02,19812,19812
2016,MIN,DEN,2016-11-03,11219,19356
2016,MIL,IND,2016-11-03,11374,18717
2016,ORL,SAC,2016-11-03,17026,18846
2016,GSW,OKC,2016-11-03,19596,19596
2016,CLE,BOS,2016-11-03,20562,20562
2016,WAS,ATL,2016-11-04,14663,20356
2016,NOP,PHX,2016-11-04,15379,16903
2016,BRK,CHA,2016-11-04,15775,17732
2016,MEM,LAC,2016-11-04,17115,18119
2016,LAL,GSW,2016-11-04,18997,18997
2016,DAL,POR,2016-11-04,19475,19200
2016,TOR,MIA,2016-11-04,19800,19800
2016,UTA,SAS,2016-11-04,19911,19911
2016,CHI,NYK,2016-11-04,22376,20917
2016,MIL,SAC,2016-11-05,16021,18717
2016,DET,DEN,2016-11-05,16218,21012
2016,ATL,HOU,2016-11-05,16895,18047
2016,IND,CHI,2016-11-05,17020,17923
2016,OKC,MIN,2016-11-05,18203,18203
2016,SAS,LAC,2016-11-05,18418,18418
2016,ORL,WAS,2016-11-05,18846,18846
2016,PHI,CLE,2016-11-05,20497,20432
2016,MEM,POR,2016-11-06,16233,18119
2016,BOS,DEN,2016-11-06,17452,18624
2016,LAL,PHX,2016-11-06,18997,18997
2016,DAL,MIL,2016-11-06,19345,19200
2016,TOR,SAC,2016-11-06,19800,19800
2016,NYK,UTA,2016-11-06,19812,19812
2016,WAS,HOU,2016-11-07,13173,20356
2016,PHI,UTA,2016-11-07,14168,20432
2016,CHA,IND,2016-11-07,16880,19077
2016,OKC,MIA,2016-11-07,18203,18203
2016,LAC,DET,2016-11-07,19060,19060
2016,GSW,NOP,2016-11-07,19596,19596
2016,CHI,ORL,2016-11-07,21320,20917
2016,BRK,MIN,2016-11-08,13610,17732
2016,MEM,DEN,2016-11-08,15109,18119
2016,SAC,NOP,2016-11-08,17608,17608
2016,LAL,DAL,2016-11-08,18997,18997
2016,POR,PHX,2016-11-08,19239,19393
2016,CLE,ATL,2016-11-08,20562,20562
2016,WAS,BOS,2016-11-09,12675,20356
2016,IND,PHI,2016-11-09,15360,17923
2016,CHA,UTA,2016-11-09,15712,19077
2016,ATL,CHI,2016-11-09,16354,18047
2016,PHX,DET,2016-11-09,16719,18055
2016,ORL,MIN,2016-11-09,17102,18846
2016,OKC,TOR,2016-11-09,18203,18203
2016,SAS,HOU,2016-11-09,18418,18418
2016,LAC,POR,2016-11-09,19060,19060
2016,GSW,DAL,2016-11-09,19596,19596
2016,NYK,BRK,2016-11-09,19812,19812
2016,MIL,NOP,2016-11-10,12159,18717
2016,DEN,GSW,2016-11-10,17569,19718
2016,SAC,LAL,2016-11-10,17608,17608
2016,MIA,CHI,2016-11-10,19600,19600
2016,PHI,IND,2016-11-11,17643,20432
2016,CHA,TOR,2016-11-11,18107,19077
2016,OKC,LAC,2016-11-11,18203,18203
2016,SAS,DET,2016-11-11,18418,18418
2016,BOS,NYK,2016-11-11,18624,18624
2016,ORL,UTA,2016-11-11,18846,18846
2016,POR,SAC,2016-11-11,19918,19393
2016,WAS,CLE,2016-11-11,20356,20356
2016,DEN,DET,2016-11-12,13997,19718
2016,MIL,MEM,2016-11-12,14327,18717
2016,MIN,LAC,2016-11-12,14494,19356
2016,PHX,BRK,2016-11-12,17126,18055
2016,NOP,LAL,2016-11-12,17138,16903
2016,ATL,PHI,2016-11-12,17399,18047
2016,IND,BOS,2016-11-12,17923,17923
2016,HOU,SAS,2016-11-12,18055,18055
2016,MIA,UTA,2016-11-12,19600,19600
2016,TOR,NYK,2016-11-12,19800,19800
2016,CHI,WAS,2016-11-12,21962,20917
2016,MIN,LAL,2016-11-13,14432,19356
2016,OKC,ORL,2016-11-13,18203,18203
2016,POR,DEN,2016-11-13,19362,19393
2016,GSW,PHX,2016-11-13,19596,19596
2016,CLE,CHA,2016-11-13,20562,20562
2016,HOU,PHI,2016-11-14,13183,18055
2016,DET,OKC,2016-11-14,14172,21012
2016,IND,ORL,2016-11-14,14825,17923
2016,NOP,BOS,2016-11-14,15001,16903
2016,UTA,MEM,2016-11-14,18176,19911
2016,SAS,MIA,2016-11-14,18418,18418
2016,LAC,BRK,2016-11-14,19060,19060
2016,NYK,DAL,2016-11-14,19812,19812
2016,MIN,CHA,2016-11-15,10349,19356
2016,LAL,BRK,2016-11-15,18426,18997
2016,POR,CHI,2016-11-15,19393,19393
2016,MIA,ATL,2016-11-15,19600,19600
2016,CLE,TOR,2016-11-15,20562,20562
2016,DEN,PHX,2016-11-16,10247,19718
2016,ATL,MIL,2016-11-16,14656,18047
2016,PHI,WAS,2016-11-16,14863,20432
2016,ORL,NOP,2016-11-16,16127,18846
2016,IND,CLE,2016-11-16,17022,17923
2016,SAC,SAS,2016-11-16,17608,17608
2016,OKC,HOU,2016-11-16,18203,18203
2016,BOS,DAL,2016-11-16,18624,18624
2016,LAC,MEM,2016-11-16,19060,19060
2016,NYK,DET,2016-11-16,19812,19812
2016,TOR,GSW,2016-11-16,21050,19800
2016,HOU,POR,2016-11-17,15550,18055
2016,WAS,NYK,2016-11-17,16704,20356
2016,MIN,PHI,2016-11-17,16866,19356
2016,MIA,MIL,2016-11-17,19600,19600
2016,UTA,CHI,2016-11-17,19911,19911
2016,DEN,TOR,2016-11-18,12476,19718
2016,NOP,POR,2016-11-18,15552,16903
2016,IND,PHX,2016-11-18,16780,17923
2016,SAC,LAC,2016-11-18,17608,17608
2016,CHA,ATL,2016-11-18,17989,19077
2016,OKC,BRK,2016-11-18,18203,18203
2016,BOS,GSW,2016-11-18,18624,18624
2016,LAL,SAS,2016-11-18,18997,18997
2016,DAL,MEM,2016-11-18,19715,19200
2016,CLE,DET,2016-11-18,20562,20562
2016,HOU,UTA,2016-11-19,14760,18055
2016,NOP,CHA,2016-11-19,15739,16903
2016,WAS,MIA,2016-11-19,15848,20356
2016,DET,BOS,2016-11-19,16107,21012
2016,MEM,MIN,2016-11-19,17112,18119
2016,PHI,PHX,2016-11-19,18125,20432
2016,MIL,GSW,2016-11-19,18717,18717
2016,ORL,DAL,2016-11-19,18846,18846
2016,LAC,CHI,2016-11-19,19060,19060
2016,DEN,UTA,2016-11-20,12565,19718
2016,BRK,POR,2016-11-20,16608,17732
2016,SAC,TOR,2016-11-20,17608,17608
2016,OKC,IND,2016-11-20,18203,18203
2016,LAL,CHI,2016-11-20,18997,18997
2016,NYK,ATL,2016-11-20,19812,19812
2016,MIL,ORL,2016-11-21,12306,18717
2016,WAS,PHX,2016-11-21,12790,20356
2016,MIN,BOS,2016-11-21,13167,19356
2016,DET,HOU,2016-11-21,13632,21012
2016,CHA,MEM,2016-11-21,14181,19077
2016,PHI,MIA,2016-11-21,16477,20432
2016,IND,GSW,2016-11-21,17923,17923
2016,SAS,DAL,2016-11-21,18418,18418
2016,LAC,TOR,2016-11-21,19060,19060
2016,DEN,CHI,2016-11-22,14328,19718
2016,LAL,OKC,2016-11-22,18997,18997
2016,ATL,NOP,2016-11-22,19120,18047
2016,NYK,POR,2016-11-22,19812,19812
2016,DET,MIA,2016-11-23,14520,21012
2016,NOP,MIN,2016-11-23,15555,16903
2016,PHI,MEM,2016-11-23,15880,20432
2016,IND,ATL,2016-11-23,16032,17923
2016,BRK,BOS,2016-11-23,16210,17732
2016,ORL,PHX,2016-11-23,17069,18846
2016,SAC,OKC,2016-11-23,17608,17608
2016,HOU,TOR,2016-11-23,18055,18055
2016,CHA,SAS,2016-11-23,18515,19077
2016,UTA,DEN,2016-11-23,19229,19911
2016,GSW,LAL,2016-11-23,19596,19596
2016,DAL,LAC,2016-11-23,20042,19200
2016,CLE,POR,2016-11-23,20562,20562
2016,DEN,OKC,2016-11-25,14327,19718
2016,IND,BRK,2016-11-25,16083,17923
2016,MIL,TOR,2016-11-25,16223,18717
2016,PHX,MIN,2016-11-25,16728,18055
2016,DET,LAC,2016-11-25,17023,21012
2016,ORL,WAS,2016-11-25,17103,18846
2016,MEM,MIA,2016-11-25,17222,18119
2016,SAC,HOU,2016-11-25,17608,17608
2016,PHI,CHI,2016-11-25,18234,20432
2016,BOS,SAS,2016-11-25,18624,18624
2016,LAL,GSW,2016-11-25,18997,18997
2016,POR,NOP,2016-11-25,19393,19393
2016,NYK,CHA,2016-11-25,19812,19812
2016,UTA,ATL,2016-11-25,19911,19911
2016,CLE,DAL,2016-11-25,20562,20562
2016,WAS,SAS,2016-11-26,17066,20356
2016,OKC,DET,2016-11-26,18203,18203
2016,CHA,NYK,2016-11-26,19195,19077
2016,GSW,MIN,2016-11-26,19596,19596
2016,MIA,MEM,2016-11-26,19600,19600
2016,BRK,SAC,2016-11-27,13646,17732
2016,PHX,DEN,2016-11-27,15365,18055
2016,IND,LAC,2016-11-27,15572,17923
2016,ORL,MIL,2016-11-27,16521,18846
2016,LAL,ATL,2016-11-27,18997,18997
2016,DAL,NOP,2016-11-27,19302,19200
2016,PHI,CLE,2016-11-27,19311,20432
2016,POR,HOU,2016-11-27,19393,19393
2016,MIN,UTA,2016-11-28,9384,19356
2016,WAS,SAC,2016-11-28,12571,20356
2016,MEM,CHA,2016-11-28,13143,18119
2016,GSW,ATL,2016-11-28,19596,19596
2016,MIA,BOS,2016-11-28,19600,19600
2016,TOR,PHI,2016-11-28,19800,19800
2016,NYK,OKC,2016-11-28,19812,19812
2016,NOP,LAL,2016-11-29,14024,16903
2016,CHA,DET,2016-11-29,14266,19077
2016,BRK,LAC,2016-11-29,15681,17732
2016,MIL,CLE,2016-11-29,16559,18717
