Entering,Season,ATL,BOS,BRK,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS
2016-4-7,2015-16,0.58974359,0.58974359,0.269230769,0.576923077,0.5,0.708860759,0.512820513,0.405063291,0.53164557,0.884615385,0.487179487,0.538461538,0.641025641,0.205128205,0.538461538,0.584415584,0.41025641,0.333333333,0.371794872,0.392405063,0.683544304,0.423076923,0.128205128,0.256410256,0.5375,0.397435897,0.844155844,0.675324675,0.5,0.487179487
2016-4-8,2015-16,0.594936709,0.58974359,0.269230769,0.576923077,0.493670886,0.708860759,0.512820513,0.405063291,0.53164557,0.886075949,0.481012658,0.538461538,0.641025641,0.205128205,0.538461538,0.58974359,0.41025641,0.341772152,0.371794872,0.392405063,0.683544304,0.423076923,0.128205128,0.265822785,0.5375,0.392405063,0.833333333,0.666666667,0.5,0.487179487
2016-4-9,2015-16,0.594936709,0.594936709,0.265822785,0.582278481,0.493670886,0.708860759,0.518987342,0.4125,0.5375,0.886075949,0.481012658,0.53164557,0.64556962,0.202531646,0.53164557,0.582278481,0.405063291,0.341772152,0.379746835,0.4,0.683544304,0.430379747,0.126582278,0.265822785,0.5375,0.392405063,0.82278481,0.670886076,0.493670886,0.481012658
2016-4-10,2015-16,0.6,0.5875,0.265822785,0.582278481,0.5,0.7,0.518987342,0.4125,0.5375,0.8875,0.481012658,0.53164557,0.64556962,0.202531646,0.525,0.582278481,0.405063291,0.35,0.375,0.4,0.675,0.430379747,0.126582278,0.275,0.530864198,0.4,0.82278481,0.670886076,0.493670886,0.481012658
2016-4-11,2015-16,0.6,0.5875,0.2625,0.575,0.5,0.7,0.5125,0.407407407,0.5375,0.888888889,0.4875,0.5375,0.65,0.2,0.525,0.5875,0.4125,0.35,0.375,0.395061728,0.675,0.425,0.125,0.275,0.530864198,0.4,0.8125,0.675,0.5,0.4875
2016-4-12,2015-16,0.592592593,0.580246914,0.259259259,0.580246914,0.50617284,0.703703704,0.518518519,0.407407407,0.5375,0.888888889,0.49382716,0.5375,0.65,0.197530864,0.525,0.5875,0.407407407,0.345679012,0.37037037,0.395061728,0.679012346,0.432098765,0.125,0.271604938,0.530864198,0.407407407,0.8125,0.675,0.49382716,0.49382716
2016-4-13,2015-16,0.592592593,0.580246914,0.259259259,0.580246914,0.50617284,0.703703704,0.518518519,0.407407407,0.530864198,0.888888889,0.49382716,0.543209877,0.654320988,0.197530864,0.518518519,0.592592593,0.407407407,0.345679012,0.37037037,0.390243902,0.670731707,0.432098765,0.12345679,0.271604938,0.530864198,0.407407407,0.814814815,0.679012346,0.49382716,0.49382716
2016-4-14,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-15,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-16,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-17,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-18,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-19,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-20,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-21,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-22,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-23,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-24,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-25,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-26,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-27,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-28,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-29,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-4-30,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-1,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-2,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-3,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-4,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-5,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-6,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-7,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-8,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-9,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-10,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-11,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-12,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-13,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-14,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-15,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-16,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-17,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-18,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-19,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-20,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-21,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-22,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-23,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-24,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-25,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-26,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-27,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-28,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-29,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-30,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-5-31,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-1,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-2,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-3,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-4,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-5,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-6,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-7,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-8,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-9,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-10,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-11,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-12,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-13,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-14,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-15,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-16,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-17,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-18,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-19,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
